Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997,14,1641,LAL,Los Angeles Lakers,Travis Knight,"September 13, 1974",22.0,NBA,C,9.0,0.0,93.0,3.1,3.9,0.8,0.0,0.0,,3.1,3.9,0.8,1.2,1.5,0.75,1.2,5.8,7.0,1.2,1.2,1.2,0.8,6.2,7.4
1999,14,1641,LAL,Los Angeles Lakers,Travis Knight,"September 13, 1974",24.0,NBA,C,3.0,0.0,10.0,3.6,10.8,0.33,0.0,0.0,,3.6,10.8,0.33,3.6,7.2,0.5,0.0,18.0,18.0,3.6,0.0,0.0,10.8,25.2,10.8
2001,20,1641,NYK,New York Knicks,Travis Knight,"September 13, 1974",26.0,NBA,C,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0
