Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1980,12,1505,IND,Indiana Pacers,Mickey Johnson,"August 31, 1952",27.0,NBA,PF,82.0,,2647.0,10.2,22.1,0.46,0.1,0.6,0.16,10.1,21.5,0.47,6.7,8.4,0.8,4.5,7.3,11.8,6.0,2.7,1.9,5.0,5.1,27.2,,106.0,103.0
1981,17,1505,MIL,Milwaukee Bucks,Mickey Johnson,"August 31, 1952",28.0,NBA,PF,82.0,,2118.0,8.3,18.5,0.45,0.1,0.4,0.17,8.2,18.1,0.45,5.7,7.3,0.79,4.0,7.9,11.9,6.3,2.1,1.6,5.0,5.6,22.4,,103.0,100.0
1982,17,1505,MIL,Milwaukee Bucks,Mickey Johnson,"August 31, 1952",29.0,NBA,PF,76.0,71.0,1934.0,9.2,18.8,0.49,0.0,0.2,0.14,9.2,18.6,0.5,5.8,7.2,0.8,3.3,8.0,11.3,5.3,1.8,1.1,4.7,6.0,24.3,,106.0,101.0
1983,31,1505,TOT,Total After Trade,Mickey Johnson,"August 31, 1952",30.0,NBA,PF,78.0,16.0,2053.0,8.8,20.8,0.42,0.1,0.8,0.08,8.7,20.0,0.44,7.0,8.6,0.82,3.7,7.5,11.1,5.7,1.8,1.0,5.4,6.5,24.7,,100.0,102.0
1983,17,1505,MIL,Milwaukee Bucks,Mickey Johnson,"August 31, 1952",30.0,NBA,PF,6.0,0.0,153.0,9.4,20.7,0.46,0.0,0.6,0.0,9.4,20.1,0.47,2.2,2.8,0.78,2.8,5.0,7.8,3.5,0.3,0.6,3.8,6.9,21.0,,94.0,105.0
1983,3,1505,NJN,New Jersey Nets,Mickey Johnson,"August 31, 1952",30.0,NBA,PF,42.0,7.0,1001.0,9.2,22.9,0.4,0.1,0.8,0.12,9.1,22.1,0.41,7.6,9.3,0.82,3.0,7.3,10.3,6.6,2.6,1.0,5.6,6.2,26.0,,98.0,97.0
1983,10,1505,GSW,Golden State Warriors,Mickey Johnson,"August 31, 1952",30.0,NBA,PF,30.0,9.0,899.0,8.3,18.4,0.45,0.1,0.9,0.06,8.3,17.6,0.47,7.2,8.7,0.83,4.5,8.1,12.6,5.1,1.3,1.2,5.4,6.7,23.9,,103.0,107.0
1984,10,1505,GSW,Golden State Warriors,Mickey Johnson,"August 31, 1952",31.0,NBA,PF,78.0,25.0,2122.0,7.9,18.7,0.42,0.1,0.6,0.17,7.8,18.0,0.43,7.4,9.5,0.78,4.3,7.0,11.3,4.8,2.2,0.7,4.7,6.3,23.3,,103.0,107.0
1985,10,1505,GSW,Golden State Warriors,Mickey Johnson,"August 31, 1952",32.0,NBA,PF,66.0,9.0,1565.0,9.0,21.2,0.43,0.2,0.9,0.23,8.8,20.3,0.43,7.7,9.4,0.82,4.4,7.3,11.8,4.4,2.1,1.0,4.2,6.6,26.0,,106.0,111.0
1986,3,1505,NJN,New Jersey Nets,Mickey Johnson,"August 31, 1952",33.0,NBA,PF,79.0,4.0,1574.0,6.3,15.0,0.42,0.1,0.7,0.21,6.2,14.3,0.43,5.4,6.9,0.78,2.9,6.9,9.8,6.4,2.0,0.7,4.9,7.3,18.2,,98.0,106.0
