Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012,29,481,UTA,Utah Jazz,DeMarre Carroll,"July 27, 1986",25.0,NBA,SF,4.0,0.0,18.3,2.3,4.8,0.47,0.3,1.3,0.2,2.0,3.5,0.57,0.5,0.0,0.0,,1.8,2.0,3.8,0.8,0.5,0.3,0.8,2.3,4.8
2014,1,481,ATL,Atlanta Hawks,DeMarre Carroll,"July 27, 1986",27.0,NBA,SF,7.0,7.0,35.1,3.3,7.0,0.47,1.3,3.1,0.41,2.0,3.9,0.52,0.56,1.0,1.6,0.64,1.7,3.1,4.9,1.6,0.7,0.4,1.1,3.0,8.9
2015,1,481,ATL,Atlanta Hawks,DeMarre Carroll,"July 27, 1986",28.0,NBA,SF,16.0,16.0,34.9,5.4,11.1,0.49,1.8,4.5,0.4,3.6,6.6,0.54,0.57,2.0,2.6,0.78,1.6,4.4,6.1,2.0,1.1,0.3,0.9,2.3,14.6
2016,28,481,TOR,Toronto Raptors,DeMarre Carroll,"July 27, 1986",29.0,NBA,SF,20.0,19.0,29.8,3.1,8.0,0.39,1.3,4.0,0.33,1.8,4.0,0.45,0.47,1.4,1.8,0.75,1.2,2.9,4.1,0.9,0.9,0.4,0.9,3.1,8.9
2017,28,481,TOR,Toronto Raptors,DeMarre Carroll,"July 27, 1986",30.0,NBA,SF,10.0,7.0,15.5,1.5,3.7,0.4,0.7,2.2,0.32,0.8,1.5,0.53,0.5,0.5,0.9,0.56,0.4,2.3,2.7,0.5,0.8,0.5,0.5,1.3,4.2
2019,3,481,BRK,Brooklyn Nets,DeMarre Carroll,"July 27, 1986",32.0,NBA,PF,5.0,3.0,23.8,1.8,7.6,0.24,1.4,4.8,0.29,0.4,2.8,0.14,0.33,1.6,1.6,1.0,1.2,2.8,4.0,0.4,0.8,0.0,0.6,1.6,6.6
2020,11,481,HOU,Houston Rockets,DeMarre Carroll,"July 27, 1986",33.0,NBA,C,2.0,0.0,3.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.0,1.5,1.5,0.5,0.0,0.0,0.0,0.5,1.0
