Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1984,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",21.0,NBA,SG,82.0,3.0,1408.0,8.5,18.8,0.45,0.0,0.1,0.25,8.5,18.7,0.45,4.1,5.7,0.73,3.8,4.1,7.9,5.2,3.6,1.0,4.1,7.0,21.2,,102.0,105.0
1985,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",22.0,NBA,SG,80.0,43.0,2555.0,10.4,21.1,0.49,0.1,0.7,0.22,10.3,20.4,0.5,4.0,5.3,0.76,3.9,4.7,8.6,8.0,3.2,1.2,4.0,4.8,25.0,,110.0,105.0
1986,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",23.0,NBA,SG,75.0,58.0,2576.0,9.7,20.4,0.48,0.2,1.1,0.2,9.5,19.3,0.49,5.2,6.8,0.77,3.0,4.5,7.5,10.7,3.5,0.8,5.0,4.8,24.8,,107.0,106.0
1987,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",24.0,NBA,SG,82.0,82.0,3114.0,10.4,20.7,0.5,0.2,0.7,0.23,10.2,20.0,0.51,5.2,6.9,0.76,3.3,4.3,7.6,8.3,3.0,1.0,3.7,4.1,26.2,,114.0,107.0
1988,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",25.0,NBA,SG,81.0,80.0,3060.0,12.9,25.4,0.51,0.2,0.8,0.21,12.7,24.6,0.52,7.2,8.9,0.81,4.0,4.1,8.1,7.1,3.1,0.8,3.6,3.8,33.1,,118.0,106.0
1989,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",26.0,NBA,SG,78.0,78.0,3064.0,12.5,25.2,0.5,0.4,1.6,0.26,12.1,23.6,0.51,6.6,8.3,0.8,4.4,4.9,9.3,6.8,3.2,0.8,3.8,4.1,32.0,,117.0,106.0
1990,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",27.0,NBA,SG,73.0,73.0,2683.0,11.7,23.7,0.49,0.5,1.9,0.28,11.2,21.9,0.51,5.8,7.5,0.77,3.6,5.2,8.9,7.6,2.5,0.9,3.3,3.9,29.8,,117.0,103.0
1991,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",28.0,NBA,SG,82.0,82.0,2852.0,10.8,22.4,0.48,1.0,3.2,0.32,9.8,19.2,0.51,7.0,8.8,0.79,3.5,5.6,9.1,8.3,2.4,1.0,3.9,3.8,29.6,,117.0,103.0
1992,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",29.0,NBA,SG,76.0,76.0,2751.0,12.2,26.0,0.47,2.0,6.0,0.34,10.2,20.1,0.51,7.1,8.9,0.79,2.9,5.9,8.8,9.0,2.4,1.2,4.2,4.0,33.5,,117.0,103.0
1993,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",30.0,NBA,SG,49.0,49.0,1671.0,10.1,23.7,0.43,0.9,3.9,0.23,9.3,19.8,0.47,7.1,8.5,0.84,3.7,5.3,9.0,8.1,2.8,1.1,3.3,4.6,28.3,,112.0,104.0
1994,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",31.0,NBA,SG,68.0,68.0,2334.0,9.8,23.0,0.43,1.5,4.6,0.32,8.4,18.4,0.45,6.0,7.7,0.78,3.2,6.1,9.3,6.9,2.0,0.7,3.5,4.2,27.1,,110.0,105.0
1995,31,786,TOT,Total After Trade,Clyde Drexler,"June 22, 1962",32.0,NBA,SG,76.0,75.0,2728.0,10.7,23.2,0.46,2.8,7.6,0.36,7.9,15.5,0.51,6.8,8.3,0.82,2.8,6.1,9.0,6.8,2.5,0.8,3.5,3.9,30.9,,119.0,106.0
1995,25,786,POR,Portland Trail Blazers,Clyde Drexler,"June 22, 1962",32.0,NBA,SG,41.0,41.0,1428.0,10.9,25.5,0.43,3.1,8.6,0.36,7.8,16.9,0.46,7.4,8.9,0.84,3.0,5.4,8.4,7.5,2.7,0.8,3.5,4.2,32.4,,119.0,105.0
1995,11,786,HOU,Houston Rockets,Clyde Drexler,"June 22, 1962",32.0,NBA,SG,35.0,34.0,1300.0,10.4,20.6,0.51,2.4,6.6,0.36,8.1,14.0,0.57,6.2,7.6,0.81,2.7,7.0,9.6,6.0,2.4,0.9,3.5,3.5,29.4,,119.0,106.0
1996,11,786,HOU,Houston Rockets,Clyde Drexler,"June 22, 1962",33.0,NBA,SG,52.0,51.0,1997.0,8.5,19.7,0.43,2.0,6.1,0.33,6.5,13.6,0.48,6.8,8.7,0.78,2.5,7.1,9.6,7.8,2.7,0.6,3.5,3.9,25.9,,113.0,105.0
1997,11,786,HOU,Houston Rockets,Clyde Drexler,"June 22, 1962",34.0,NBA,SG,62.0,62.0,2271.0,9.2,20.7,0.44,2.7,7.7,0.36,6.4,13.0,0.49,4.6,6.2,0.75,2.7,5.9,8.6,8.2,2.7,0.8,3.6,3.5,25.7,,113.0,103.0
1998,11,786,HOU,Houston Rockets,Clyde Drexler,"June 22, 1962",35.0,NBA,SG,70.0,70.0,2473.0,9.6,22.6,0.43,2.3,7.1,0.32,7.4,15.5,0.48,5.9,7.4,0.8,2.2,5.1,7.4,8.1,2.7,0.9,4.0,4.1,27.5,,109.0,108.0
