PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jrue Holiday,20,82,82,2901,5.5,12.4,0.446,1.0,2.8,0.365,4.5,9.6,0.47,2.1,2.6,0.823,0.8,3.3,4.1,6.6,1.5,0.4,2.7,2.5,14.2
Elton Brand,31,81,81,2809,6.4,12.6,0.512,0.0,0.0,0.0,6.4,12.6,0.512,2.7,3.5,0.78,3.0,5.6,8.7,1.5,1.2,1.4,1.3,3.1,15.6
Andre Iguodala,27,67,67,2469,4.9,11.1,0.445,0.9,2.6,0.337,4.0,8.4,0.479,3.0,4.4,0.693,0.9,4.8,5.6,6.2,1.5,0.6,2.0,1.6,13.8
Thaddeus Young,22,82,1,2135,7.7,14.3,0.541,0.1,0.4,0.273,7.6,13.9,0.5479999999999999,2.1,2.9,0.7070000000000001,2.6,4.7,7.3,1.4,1.5,0.4,1.7,2.9,17.6
Jodie Meeks,23,74,64,2062,4.2,10.0,0.425,2.4,6.1,0.397,1.8,3.9,0.46799999999999997,2.7,3.0,0.894,0.4,2.6,3.0,1.4,1.1,0.1,1.0,1.7,13.5
Evan Turner,22,78,14,1797,4.5,10.6,0.425,0.3,0.9,0.318,4.2,9.7,0.435,2.0,2.5,0.8079999999999999,0.8,5.3,6.1,3.2,1.0,0.3,1.6,2.8,11.3
Lou Williams,24,75,0,1747,6.7,16.4,0.406,1.8,5.2,0.348,4.8,11.2,0.434,6.0,7.3,0.823,0.7,2.4,3.1,5.2,1.0,0.4,2.1,2.6,21.2
Spencer Hawes,22,81,81,1718,5.5,11.9,0.465,0.2,0.8,0.243,5.3,11.1,0.48,1.0,1.8,0.534,2.7,7.0,9.7,2.5,0.6,1.5,2.0,4.2,12.2
Andre Iguodala,31,54,17,931,4.6,10.7,0.426,1.6,4.6,0.35600000000000004,2.9,6.1,0.478,1.9,2.4,0.8029999999999999,0.7,5.8,6.5,1.7,0.5,0.6,1.8,3.9,12.6
Marreese Speights,23,64,1,734,7.1,14.3,0.495,0.0,0.2,0.25,7.0,14.1,0.498,2.7,3.6,0.753,3.1,7.2,10.3,1.5,0.4,0.9,2.0,5.9,16.9
Tony Battie,34,38,0,377,4.3,9.2,0.469,0.2,0.3,0.667,4.1,8.9,0.462,0.8,1.3,0.5710000000000001,1.6,7.8,9.5,1.1,0.5,1.4,1.1,5.6,9.5
Jason Kapono,29,24,2,112,2.3,9.0,0.25,0.3,2.6,0.125,1.9,6.4,0.3,0.3,0.6,0.5,1.0,2.6,3.5,1.3,0.6,0.3,0.6,1.3,5.1
Darius Songaila,32,10,0,71,3.5,7.6,0.467,0.0,0.0,,3.5,7.6,0.467,1.0,2.0,0.5,1.0,4.1,5.1,1.0,0.0,0.0,2.0,8.1,8.1
Antonio Daniels,35,4,0,35,2.1,5.1,0.4,0.0,2.1,0.0,2.1,3.1,0.667,2.1,2.1,1.0,0.0,5.1,5.1,2.1,0.0,0.0,1.0,0.0,6.2
Craig Brackins,23,3,0,33,4.4,17.5,0.25,0.0,5.5,0.0,4.4,12.0,0.364,0.0,0.0,,2.2,2.2,4.4,1.1,1.1,0.0,0.0,3.3,8.7
