PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Mike Conley,23,81,81,2872,5.3,11.9,0.444,1.0,2.7,0.369,4.3,9.2,0.466,2.3,3.1,0.733,0.4,2.7,3.1,6.6,1.8,0.2,2.2,2.3,13.9
Zach Randolph,29,75,74,2724,7.9,15.7,0.503,0.1,0.6,0.18600000000000003,7.8,15.1,0.515,4.0,5.2,0.758,4.3,7.8,12.1,2.2,0.8,0.3,2.0,2.3,19.9
Marc Gasol,26,81,81,2586,5.1,9.6,0.527,0.0,0.1,0.429,5.0,9.5,0.528,3.1,4.1,0.748,2.1,5.8,7.9,2.8,1.0,1.9,2.0,3.7,13.2
Rudy Gay,24,54,54,2152,6.8,14.5,0.47100000000000003,1.0,2.4,0.396,5.9,12.1,0.486,3.2,4.0,0.805,1.4,4.2,5.6,2.6,1.5,1.0,2.3,2.2,17.9
O.J. Mayo,23,71,17,1869,5.9,14.4,0.40700000000000003,1.8,5.1,0.364,4.0,9.3,0.431,1.9,2.5,0.7559999999999999,0.7,2.6,3.3,2.8,1.4,0.5,1.9,2.4,15.5
Darrell Arthur,22,80,9,1609,6.9,14.0,0.49700000000000005,0.0,0.1,0.0,6.9,13.8,0.502,2.4,3.0,0.813,2.6,5.1,7.7,1.2,1.2,1.4,2.0,5.1,16.3
Sam Young,25,78,46,1577,5.3,11.3,0.47200000000000003,0.4,1.1,0.34,4.9,10.1,0.486,2.0,2.6,0.767,0.9,3.4,4.3,1.6,1.6,0.5,1.4,2.7,13.1
Tony Allen,29,72,31,1494,6.0,11.9,0.51,0.1,0.6,0.174,6.0,11.3,0.527,3.3,4.4,0.753,1.7,3.0,4.7,2.5,3.1,1.1,2.1,3.9,15.5
Greivis Vásquez,24,70,1,860,4.0,9.8,0.408,1.0,3.6,0.29100000000000004,2.9,6.2,0.47600000000000003,1.4,1.8,0.773,0.5,2.6,3.1,6.3,0.9,0.2,2.9,3.5,10.4
Shane Battier,32,23,0,557,2.8,6.5,0.426,0.9,2.7,0.33299999999999996,1.9,3.8,0.49200000000000005,1.0,1.1,0.882,2.1,3.9,5.9,2.1,1.0,0.6,1.0,2.0,7.4
Xavier Henry,19,38,16,527,4.4,10.9,0.406,0.1,1.2,0.11800000000000001,4.3,9.8,0.441,2.3,3.6,0.635,0.6,1.9,2.5,1.2,0.8,0.2,0.9,3.3,11.3
Hasheem Thabeet,23,45,0,369,1.7,3.8,0.436,0.0,0.0,,1.7,3.8,0.436,1.9,3.4,0.5429999999999999,2.3,5.0,7.3,0.4,0.9,1.5,1.7,7.1,5.2
Hamed Haddadi,25,31,0,168,6.4,12.4,0.517,0.0,0.2,0.0,6.4,12.2,0.526,3.2,4.9,0.652,5.1,9.4,14.6,1.1,0.4,2.8,2.4,6.2,16.1
Leon Powe,27,16,0,141,7.7,15.3,0.5,0.0,0.5,0.0,7.7,14.8,0.517,7.1,11.7,0.609,2.0,4.3,6.4,1.3,0.8,0.3,1.8,6.1,22.5
Jason Williams,35,11,0,124,2.6,8.4,0.31,0.9,4.4,0.2,1.7,4.1,0.429,0.0,0.0,,0.0,2.3,2.3,8.1,0.9,0.3,2.0,0.6,6.1
Ish Smith,22,15,0,113,3.5,10.2,0.344,0.0,0.6,0.0,3.5,9.6,0.36700000000000005,1.6,3.5,0.455,0.3,1.3,1.6,4.8,1.6,0.0,2.5,3.5,8.6
Acie Law,26,11,0,94,1.1,7.3,0.158,0.0,2.3,0.0,1.1,5.0,0.231,2.3,3.8,0.6,1.1,3.1,4.2,5.4,1.5,0.0,3.8,3.8,4.6
DeMarre Carroll,24,7,0,39,3.7,8.3,0.444,0.0,0.0,,3.7,8.3,0.444,1.8,1.8,1.0,1.8,5.5,7.4,1.8,0.9,0.9,0.0,4.6,9.2
Rodney Carney,26,2,0,5,7.2,21.6,0.33299999999999996,0.0,7.2,0.0,7.2,14.4,0.5,0.0,0.0,,7.2,0.0,7.2,0.0,7.2,0.0,0.0,0.0,14.4
