PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Kyle Lowry,29,20,766,16.6,0.508,0.418,0.315,2.7,12.6,7.4,29.2,2.2,0.3,14.4,26.5,,0.6,0.7,1.2,0.077,,2.5,0.0,2.5,0.9
DeMar DeRozan,26,20,746,14.2,0.462,0.065,0.309,2.0,12.0,6.7,14.7,1.6,0.4,9.1,30.9,,-0.4,0.5,0.1,0.009000000000000001,,0.2,-1.5,-1.3,0.1
DeMarre Carroll,29,20,596,9.9,0.506,0.49700000000000005,0.226,4.4,12.4,8.1,4.8,1.6,1.0,9.3,15.0,,0.3,0.5,0.8,0.062,,-1.1,0.6,-0.6,0.2
Patrick Patterson,26,20,583,10.1,0.519,0.515,0.191,5.6,10.5,7.9,6.8,0.6,1.4,10.9,13.2,,0.5,0.3,0.7,0.061,,0.4,-0.5,-0.1,0.3
Bismack Biyombo,23,20,506,15.9,0.611,0.0,1.043,11.9,33.8,22.2,2.5,0.8,4.7,17.3,11.1,,0.8,0.8,1.5,0.146,,0.3,1.2,1.5,0.4
Cory Joseph,24,20,452,13.8,0.524,0.162,0.21600000000000003,2.8,8.5,5.4,18.9,2.1,0.4,12.0,18.9,,0.4,0.3,0.8,0.08199999999999999,,-0.3,1.2,0.8,0.3
Terrence Ross,24,20,335,10.0,0.493,0.5379999999999999,0.168,1.4,10.7,5.7,5.8,2.1,1.3,11.1,19.9,,-0.1,0.3,0.2,0.023,,-0.4,0.2,-0.2,0.1
Jonas Valančiūnas,23,12,321,26.8,0.601,0.0,0.325,16.9,32.2,24.1,7.0,1.7,3.9,11.6,22.4,,1.0,0.5,1.5,0.226,,4.9,0.8,5.7,0.6
Norman Powell,22,18,206,11.4,0.462,0.371,0.114,2.2,14.2,7.9,5.1,3.4,0.9,6.4,17.7,,0.0,0.3,0.2,0.055,,-0.8,1.5,0.7,0.1
Luis Scola,35,11,140,2.7,0.391,0.677,0.355,1.6,14.6,7.7,7.7,1.2,0.0,12.2,13.5,,-0.2,0.1,-0.1,-0.026000000000000002,,-5.1,-0.5,-5.6,-0.1
James Johnson,28,10,98,9.5,0.57,0.36,0.12,3.5,15.6,9.2,10.6,1.6,0.0,21.0,15.8,,0.0,0.1,0.1,0.040999999999999995,,-1.9,0.1,-1.9,0.0
Jason Thompson,29,10,55,6.2,0.38799999999999996,0.111,0.33299999999999996,12.4,11.6,12.0,2.9,0.0,1.6,8.8,9.5,,0.0,0.0,0.0,0.013999999999999999,,-2.7,-3.3,-6.1,-0.1
Delon Wright,23,9,41,12.0,0.445,0.1,1.3,2.8,9.3,5.9,11.6,3.9,0.0,11.3,20.0,,0.0,0.0,0.0,0.035,,-1.0,0.3,-0.7,0.0
Lucas Nogueira,23,5,29,11.3,0.75,0.0,0.0,3.9,30.8,16.5,0.0,0.0,0.0,0.0,6.4,,0.1,0.0,0.1,0.138,,-0.8,0.1,-0.7,0.0
