PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Kevin Durant,27,18,726,20.3,0.542,0.27,0.359,2.0,17.4,9.8,14.9,1.3,2.0,12.1,32.1,,1.2,0.8,2.0,0.13,,4.3,-0.3,4.0,1.1
Russell Westbrook,27,18,674,26.9,0.515,0.267,0.35600000000000004,6.9,13.5,10.3,52.4,3.4,0.2,14.6,34.3,,2.0,0.9,2.9,0.20800000000000002,,7.4,1.7,9.1,1.9
Serge Ibaka,26,18,602,15.3,0.629,0.423,0.12300000000000001,4.3,16.4,10.5,2.5,1.2,3.1,5.0,13.0,,1.4,0.7,2.0,0.163,,2.1,1.5,3.6,0.9
Steven Adams,22,18,553,16.8,0.636,0.009000000000000001,0.6579999999999999,12.7,21.6,17.2,3.5,0.8,2.0,10.6,12.6,,1.5,0.6,2.1,0.179,,1.5,0.3,1.8,0.5
Dion Waiters,24,18,491,9.3,0.52,0.424,0.22699999999999998,1.4,9.2,5.3,12.5,1.0,0.5,12.1,14.6,,0.4,0.3,0.7,0.065,,-1.7,0.6,-1.1,0.1
Andre Roberson,24,18,471,11.6,0.527,0.43,0.233,6.0,17.7,12.0,4.2,2.5,3.2,10.4,9.8,,0.4,0.7,1.1,0.111,,-0.5,3.2,2.7,0.6
Enes Kanter,23,18,323,22.4,0.617,0.11900000000000001,0.381,16.5,21.7,19.2,2.6,0.8,2.7,11.0,20.8,,1.1,0.4,1.5,0.218,,2.9,-1.0,1.9,0.3
Randy Foye,32,16,190,4.3,0.46799999999999997,0.634,0.098,1.2,10.4,5.9,9.5,0.5,1.2,20.5,12.3,,-0.1,0.1,0.0,-0.003,,-3.6,-0.2,-3.8,-0.1
Nick Collison,35,9,79,9.8,0.654,0.0,0.33299999999999996,4.3,11.1,7.8,8.5,5.1,0.0,12.7,4.3,,0.1,0.1,0.2,0.149,,-3.3,4.6,1.3,0.1
Anthony Morrow,30,14,76,12.7,0.6509999999999999,0.583,0.41700000000000004,0.0,2.9,1.5,2.0,0.7,0.0,12.3,18.5,,0.2,0.0,0.2,0.12,,1.1,-0.2,0.9,0.1
Cameron Payne,21,10,64,-0.6,0.324,0.385,0.154,0.0,6.9,3.5,18.2,1.6,2.5,22.4,24.3,,-0.3,0.1,-0.3,-0.18899999999999997,,-7.6,-3.6,-11.1,-0.1
Kyle Singler,27,6,51,3.6,0.405,0.444,0.222,2.2,12.9,7.7,0.0,1.0,0.0,0.0,8.4,,0.0,0.0,0.0,0.02,,-3.7,-0.2,-3.9,0.0
Josh Huestis,24,2,10,10.6,0.5,0.667,0.0,11.4,21.9,16.7,0.0,0.0,0.0,0.0,13.0,,0.0,0.0,0.0,0.11900000000000001,,0.8,-0.9,-0.1,0.0
Nazr Mohammed,38,5,10,8.2,0.5,0.0,0.0,11.4,21.9,16.7,0.0,0.0,7.9,33.3,13.0,,0.0,0.0,0.0,-0.005,,-5.0,0.5,-4.6,0.0
