PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Kemba Walker,25,7,260,18.2,0.47200000000000003,0.281,0.22899999999999998,1.2,8.5,4.6,24.0,1.8,1.2,6.7,33.0,,-0.1,0.2,0.1,0.016,,3.8,-0.4,3.4,0.4
Courtney Lee,30,7,257,8.5,0.521,0.17600000000000002,0.294,2.1,7.2,4.4,6.0,1.2,0.9,8.0,11.6,,0.1,0.1,0.2,0.045,,-2.8,0.6,-2.2,0.0
Marvin Williams,29,7,228,6.0,0.341,0.33299999999999996,0.078,3.3,22.1,12.0,4.4,1.4,1.0,3.7,11.4,,-0.3,0.2,-0.1,-0.021,,-3.3,-0.9,-4.2,-0.1
Frank Kaminsky,22,7,190,10.3,0.45299999999999996,0.37,0.457,1.7,17.4,9.0,7.1,1.7,2.1,3.5,14.3,,0.0,0.2,0.2,0.048,,-1.4,1.6,0.2,0.1
Jeremy Lin,27,7,189,14.5,0.5429999999999999,0.222,0.619,1.7,8.4,4.8,18.1,1.4,0.0,12.1,23.0,,0.2,0.1,0.3,0.069,,-0.7,0.2,-0.5,0.1
Al Jefferson,31,7,168,21.8,0.524,0.0,0.157,8.9,21.2,14.6,11.5,1.3,1.4,6.3,26.8,,0.2,0.2,0.4,0.10800000000000001,,2.7,-0.2,2.5,0.2
Nicolas Batum,27,5,144,12.1,0.53,0.489,0.444,1.5,13.6,7.1,12.7,0.7,0.0,12.9,20.4,,0.0,0.1,0.1,0.031,,-0.1,-2.3,-2.4,0.0
Cody Zeller,23,7,137,16.8,0.624,0.0,0.5529999999999999,7.0,25.1,15.4,2.9,0.4,1.7,12.9,18.9,,0.3,0.1,0.4,0.141,,-0.9,0.5,-0.4,0.1
Spencer Hawes,27,5,53,14.9,0.575,0.308,0.462,6.1,30.1,17.3,10.3,1.0,3.0,20.4,17.6,,0.0,0.1,0.1,0.084,,-1.0,2.2,1.2,0.0
Troy Daniels,24,4,18,-11.7,0.125,0.375,0.0,0.0,13.6,6.3,0.0,0.0,0.0,0.0,21.2,,-0.2,0.0,-0.1,-0.395,,-13.1,-7.1,-20.2,-0.1
Jorge Gutiérrez,27,3,12,-7.0,0.0,0.0,0.0,0.0,20.4,9.5,25.1,0.0,0.0,25.0,15.9,,-0.1,0.0,-0.1,-0.35700000000000004,,-12.0,-6.6,-18.6,0.0
Jeremy Lamb,23,3,12,39.5,0.611,0.111,0.0,8.9,30.7,19.0,33.7,0.0,0.0,0.0,35.7,,0.1,0.0,0.1,0.255,,17.0,1.0,18.0,0.1
Aaron Harrison,21,2,7,-0.6,,,,0.0,17.5,8.2,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.018000000000000002,,-9.6,1.1,-8.5,0.0
Tyler Hansbrough,30,2,6,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.011000000000000001,,-3.0,-3.5,-6.5,0.0
