PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Draymond Green,25,23,879,18.6,0.5489999999999999,0.377,0.38799999999999996,4.8,23.1,14.0,23.4,2.1,3.8,14.8,18.9,,1.6,1.5,3.1,0.171,,2.6,3.2,5.7,1.7
Klay Thompson,25,24,849,19.5,0.588,0.51,0.212,1.9,9.2,5.6,11.1,1.5,0.9,8.7,28.0,,1.9,0.6,2.5,0.14300000000000002,,4.6,-0.4,4.2,1.3
Andre Iguodala,32,24,767,13.8,0.563,0.396,0.348,5.0,9.7,7.4,16.6,1.9,1.0,10.8,12.1,,1.5,0.7,2.1,0.133,,1.2,1.8,3.0,1.0
Harrison Barnes,23,24,743,8.6,0.474,0.35700000000000004,0.16,4.0,12.2,8.2,5.8,1.1,0.4,7.3,14.5,,0.2,0.6,0.7,0.047,,-1.8,-0.7,-2.4,-0.1
Stephen Curry,27,18,614,22.3,0.603,0.586,0.24600000000000002,2.5,14.8,8.7,26.8,2.1,0.7,16.7,32.1,,1.3,0.7,1.9,0.152,,6.6,0.4,7.0,1.4
Shaun Livingston,30,24,514,14.0,0.532,0.006,0.22,2.8,13.1,8.0,24.0,1.2,0.8,13.6,18.2,,0.7,0.4,1.2,0.10800000000000001,,-1.2,1.0,-0.3,0.2
Andrew Bogut,31,22,365,18.2,0.607,0.026000000000000002,0.182,14.1,22.8,18.5,12.2,1.9,7.7,18.6,12.3,,0.7,0.7,1.5,0.19399999999999998,,-1.1,3.8,2.6,0.4
Leandro Barbosa,33,23,254,18.4,0.6629999999999999,0.318,0.239,4.8,6.7,5.8,9.7,2.1,0.3,10.2,18.7,,0.7,0.2,0.9,0.172,,1.7,1.6,3.3,0.3
Festus Ezeli,26,23,203,13.9,0.526,0.0,0.638,12.4,20.0,16.3,6.3,0.2,2.8,13.7,22.1,,0.1,0.2,0.3,0.08,,-3.2,-0.7,-3.9,-0.1
Marreese Speights,28,24,201,14.2,0.509,0.364,0.263,8.2,17.0,12.7,9.5,0.7,3.2,13.2,33.1,,-0.1,0.2,0.2,0.04,,-2.7,-1.0,-3.7,-0.1
Ian Clark,24,16,154,13.9,0.575,0.34,0.18899999999999997,1.4,10.4,6.0,16.3,2.6,0.0,13.6,18.9,,0.2,0.2,0.4,0.109,,-1.4,1.4,0.0,0.1
Brandon Rush,30,14,110,7.8,0.551,0.6,0.1,0.0,22.3,11.3,3.8,0.9,1.5,8.7,9.1,,0.0,0.1,0.2,0.073,,-2.8,0.7,-2.1,0.0
Anderson Varejão,33,17,93,12.4,0.447,0.0,1.357,14.2,10.3,12.2,18.6,1.1,1.7,8.2,11.5,,0.2,0.1,0.3,0.149,,-1.1,1.9,0.8,0.1
James Michael McAdoo,23,8,38,8.5,0.434,0.0,1.0,0.0,22.5,11.4,7.0,3.9,4.2,14.8,7.8,,0.0,0.1,0.1,0.079,,-4.9,4.9,0.0,0.0
