PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Tracy McGrady,24.0,67.0,2675.0,0.41700000000000004,0.455,0.33899999999999997,0.473,0.7959999999999999,0.526,0.319,0.32799999999999996,95.0,99.0,98.0,100.0,106.0,102.0,105.0,175.0,4.5,34.2
Juwan Howard,30.0,81.0,2877.0,0.45299999999999996,0.45299999999999996,0.0,0.45299999999999996,0.809,0.513,0.336,0.001,103.0,99.0,,96.0,108.0,99.0,111.0,,-43.4,-9.4
Drew Gooden,22.0,79.0,2134.0,0.445,0.457,0.214,0.451,0.637,0.484,0.316,0.051,101.0,100.0,62.0,96.0,85.0,94.0,104.0,27.0,-34.1,-60.9
Tyronn Lue,26.0,76.0,2332.0,0.433,0.45399999999999996,0.38299999999999995,0.489,0.7709999999999999,0.518,0.183,0.293,99.0,99.0,110.0,104.0,103.0,100.0,60.0,157.0,25.3,2.4
Keith Bogans,23.0,73.0,1787.0,0.40299999999999997,0.434,0.358,0.47700000000000004,0.631,0.499,0.22699999999999998,0.41200000000000003,92.0,95.0,103.0,101.0,84.0,97.0,75.0,220.0,5.2,-17.5
Gordan Giriček,26.0,48.0,1435.0,0.44,0.452,0.40700000000000003,0.494,0.8270000000000001,0.528,0.19,0.265,100.0,98.0,117.0,105.0,110.0,102.0,63.0,142.0,19.7,11.4
Rod Strickland,37.0,46.0,915.0,0.45399999999999996,0.475,0.303,0.47200000000000003,0.75,0.514,0.282,0.12300000000000001,103.0,103.0,87.0,100.0,100.0,100.0,93.0,66.0,0.6,-1.2
DeShawn Stevenson,22.0,26.0,933.0,0.40399999999999997,0.42200000000000004,0.293,0.425,0.69,0.46,0.249,0.14400000000000002,92.0,92.0,84.0,90.0,92.0,89.0,82.0,77.0,-26.5,-35.5
Andrew DeClercq,30.0,71.0,1211.0,0.47700000000000004,0.47700000000000004,,0.47700000000000004,0.815,0.526,0.27699999999999997,0.0,109.0,104.0,,101.0,108.0,102.0,91.0,,2.3,4.2
Zaza Pachulia,19.0,59.0,664.0,0.389,0.389,,0.389,0.644,0.452,0.514,0.0,89.0,85.0,,82.0,86.0,88.0,170.0,,-28.9,-27.5
Steven Hunter,22.0,59.0,789.0,0.529,0.529,,0.529,0.33299999999999996,0.504,0.445,0.0,121.0,115.0,,112.0,44.0,98.0,147.0,,18.0,-4.4
Shammond Williams,28.0,37.0,525.0,0.391,0.442,0.33799999999999997,0.474,0.889,0.536,0.298,0.49,89.0,96.0,97.0,101.0,118.0,104.0,98.0,262.0,0.7,6.7
Donnell Harvey,23.0,24.0,345.0,0.405,0.419,0.0,0.40399999999999997,0.667,0.462,0.43799999999999994,0.034,92.0,91.0,,86.0,89.0,89.0,144.0,18.0,-11.9,-11.6
Reece Gaines,23.0,38.0,364.0,0.29100000000000004,0.289,0.3,0.308,0.64,0.35600000000000004,0.29100000000000004,0.11599999999999999,66.0,63.0,86.0,65.0,85.0,69.0,96.0,62.0,-28.0,-31.1
Sean Rooks,34.0,20.0,270.0,0.35100000000000003,0.35700000000000004,0.0,0.35100000000000003,0.955,0.457,0.386,0.018000000000000002,80.0,78.0,,74.0,127.0,89.0,127.0,9.0,-13.7,-7.8
Britton Johnsen,24.0,20.0,290.0,0.28800000000000003,0.34,0.083,0.297,0.43799999999999994,0.318,0.271,0.203,66.0,74.0,24.0,63.0,58.0,62.0,89.0,109.0,-20.6,-26.2
Desmond Penigar,22.0,10.0,89.0,0.5,0.5,,0.5,1.0,0.5379999999999999,0.14300000000000002,0.0,114.0,109.0,,106.0,133.0,104.0,47.0,,1.6,1.3
Lee Nailon,28.0,8.0,83.0,0.40700000000000003,0.40700000000000003,,0.40700000000000003,0.778,0.46799999999999997,0.33299999999999996,0.0,93.0,89.0,,86.0,103.0,91.0,110.0,,-3.4,-3.0
Derrick Dial,28.0,9.0,86.0,0.321,0.368,0.222,0.35700000000000004,0.75,0.41200000000000003,0.28600000000000003,0.321,73.0,80.0,64.0,76.0,100.0,80.0,94.0,172.0,-6.4,-6.5
Robert Archibald,23.0,1.0,4.0,0.5,0.5,,0.5,0.0,0.34700000000000003,1.0,0.0,114.0,109.0,,106.0,,67.0,330.0,,0.1,-1.0
Pat Garrity,27.0,2.0,22.0,0.33299999999999996,0.33299999999999996,,0.33299999999999996,,0.33299999999999996,0.0,0.0,76.0,73.0,,71.0,,65.0,,,-0.8,-1.1
Team,,,,0.431,0.45,0.342,0.461,0.7290000000000001,0.505,0.303,0.18,98.0,98.0,98.0,98.0,97.0,98.0,100.0,96.0,-105.3,-142.6
League Average,,,,0.439,0.46,0.34700000000000003,0.47100000000000003,0.752,0.516,0.303,0.187,,,,,,,,,,
