PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Baron Davis,24.0,67.0,2686.0,0.395,0.44799999999999995,0.321,0.462,0.6729999999999999,0.49200000000000005,0.251,0.415,90.0,97.0,93.0,98.0,90.0,95.0,83.0,222.0,-25.9,-75.3
Jamaal Magloire,25.0,82.0,2777.0,0.473,0.474,0.0,0.473,0.7509999999999999,0.551,0.581,0.001,108.0,103.0,,100.0,100.0,107.0,192.0,1.0,3.8,70.3
David Wesley,33.0,61.0,2001.0,0.389,0.425,0.32299999999999995,0.446,0.753,0.483,0.228,0.35600000000000004,89.0,93.0,93.0,95.0,100.0,94.0,75.0,191.0,-39.7,-57.6
Darrell Armstrong,35.0,79.0,2247.0,0.395,0.508,0.315,0.48700000000000004,0.8540000000000001,0.525,0.196,0.583,90.0,111.0,91.0,103.0,114.0,102.0,65.0,312.0,23.6,14.8
P.J. Brown,34.0,80.0,2753.0,0.47600000000000003,0.47700000000000004,0.0,0.47600000000000003,0.8540000000000001,0.527,0.26,0.001,109.0,104.0,,101.0,114.0,102.0,86.0,1.0,7.2,16.9
Stacey Augmon,35.0,69.0,1416.0,0.41200000000000003,0.418,0.14300000000000002,0.414,0.7909999999999999,0.486,0.401,0.02,94.0,91.0,41.0,88.0,105.0,94.0,132.0,11.0,-39.9,-24.4
Jamal Mashburn,31.0,19.0,730.0,0.392,0.414,0.284,0.41600000000000004,0.812,0.457,0.201,0.168,89.0,90.0,82.0,88.0,108.0,89.0,66.0,90.0,-44.0,-51.2
George Lynch,33.0,78.0,1701.0,0.397,0.449,0.309,0.455,0.667,0.47200000000000003,0.136,0.371,91.0,98.0,89.0,97.0,89.0,91.0,45.0,198.0,-12.3,-35.3
Robert Traylor,26.0,71.0,942.0,0.505,0.507,0.4,0.509,0.547,0.527,0.446,0.017,115.0,110.0,115.0,108.0,73.0,102.0,147.0,9.0,21.6,7.6
Steve Smith,34.0,71.0,929.0,0.406,0.409,0.402,0.48,0.9279999999999999,0.5429999999999999,0.28300000000000003,0.365,93.0,89.0,116.0,102.0,123.0,105.0,93.0,195.0,4.9,17.8
David West,23.0,71.0,930.0,0.474,0.478,0.0,0.474,0.713,0.519,0.35100000000000003,0.009000000000000001,108.0,104.0,,101.0,95.0,100.0,116.0,5.0,1.2,1.3
Sean Rooks,34.0,35.0,325.0,0.36200000000000004,0.36200000000000004,,0.36200000000000004,0.8,0.39799999999999996,0.16,0.0,82.0,79.0,,77.0,106.0,77.0,53.0,,-20.6,-23.9
Shammond Williams,28.0,16.0,238.0,0.34600000000000003,0.418,0.192,0.377,0.846,0.415,0.161,0.321,79.0,91.0,55.0,80.0,113.0,80.0,53.0,172.0,-15.3,-17.5
Maurice Carter,27.0,6.0,60.0,0.28600000000000003,0.231,0.375,0.35700000000000004,0.625,0.408,0.381,0.381,65.0,50.0,108.0,76.0,83.0,79.0,126.0,204.0,-4.8,-5.3
Bryce Drew,29.0,15.0,78.0,0.222,0.273,0.14300000000000002,0.25,1.0,0.311,0.16699999999999998,0.389,51.0,59.0,41.0,53.0,133.0,60.0,55.0,208.0,-8.0,-7.9
Tierre Brown,24.0,3.0,17.0,0.5,0.5,,0.5,0.5,0.521,1.0,0.0,114.0,109.0,,106.0,67.0,101.0,330.0,,0.2,0.1
Team,,,,0.42200000000000004,0.457,0.32,0.46299999999999997,0.75,0.508,0.297,0.255,96.0,99.0,92.0,98.0,100.0,98.0,98.0,136.0,-107.5,-123.1
League Average,,,,0.439,0.46,0.34700000000000003,0.47100000000000003,0.752,0.516,0.303,0.187,,,,,,,,,,
