Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,2,BOS,Boston Celtics,Kevin McHale,29.0,77,77.0,3060,790,1307,0.6,0,4,0.0,790,1303,0.61,0.6,428,512,0.84,247,516,763,198,38,172,197,240,2008
1987,2,BOS,Boston Celtics,Larry Bird,30.0,74,73.0,3005,786,1497,0.52,90,225,0.4,696,1272,0.55,0.56,414,455,0.91,124,558,682,566,135,70,240,185,2076
1987,2,BOS,Boston Celtics,Robert Parish,33.0,80,80.0,2995,588,1057,0.56,0,1,0.0,588,1056,0.56,0.56,227,309,0.74,254,597,851,173,64,144,191,266,1403
1987,2,BOS,Boston Celtics,Dennis Johnson,32.0,79,78.0,2933,423,953,0.44,7,62,0.11,416,891,0.47,0.45,209,251,0.83,45,216,261,594,87,38,177,201,1062
1987,2,BOS,Boston Celtics,Danny Ainge,27.0,71,66.0,2499,410,844,0.49,85,192,0.44,325,652,0.5,0.54,148,165,0.9,49,193,242,400,101,14,141,189,1053
1987,2,BOS,Boston Celtics,Jerry Sichting,30.0,78,15.0,1566,202,398,0.51,7,26,0.27,195,372,0.52,0.52,37,42,0.88,22,69,91,187,40,1,61,124,448
1987,2,BOS,Boston Celtics,Fred Roberts,26.0,73,11.0,1079,139,270,0.52,0,3,0.0,139,267,0.52,0.52,124,153,0.81,54,136,190,62,22,20,89,129,402
1987,2,BOS,Boston Celtics,Greg Kite,25.0,74,1.0,745,47,110,0.43,0,1,0.0,47,109,0.43,0.43,29,76,0.38,61,108,169,27,17,46,34,148,123
1987,2,BOS,Boston Celtics,Darren Daye,26.0,61,2.0,724,101,202,0.5,0,0,,101,202,0.5,0.5,34,65,0.52,37,87,124,75,25,7,56,98,236
1987,2,BOS,Boston Celtics,Sam Vincent,23.0,46,5.0,374,60,136,0.44,0,0,,60,136,0.44,0.44,51,55,0.93,5,22,27,59,13,1,33,33,171
1987,2,BOS,Boston Celtics,Rick Carlisle,27.0,42,0.0,297,30,92,0.33,5,16,0.31,25,76,0.33,0.35,15,20,0.75,8,22,30,35,8,0,25,28,80
1987,2,BOS,Boston Celtics,Conner Henry,23.0,36,0.0,231,38,103,0.37,12,31,0.39,26,72,0.36,0.43,10,17,0.59,7,20,27,27,6,1,17,27,98
1987,2,BOS,Boston Celtics,Bill Walton,34.0,10,0.0,112,10,26,0.38,0,0,,10,26,0.38,0.38,8,15,0.53,11,20,31,9,1,10,15,23,28
1987,2,BOS,Boston Celtics,David Thirdkill,26.0,17,0.0,89,10,24,0.42,0,1,0.0,10,23,0.44,0.42,5,16,0.31,5,14,19,2,2,0,5,12,25
1987,2,BOS,Boston Celtics,Scott Wedman,34.0,6,2.0,78,9,27,0.33,1,2,0.5,8,25,0.32,0.35,1,2,0.5,3,6,9,6,2,2,3,6,20
1987,2,BOS,Boston Celtics,Andre Turner,22.0,3,0.0,18,2,5,0.4,0,1,0.0,2,4,0.5,0.4,0,0,,1,1,2,1,0,0,5,1,4
1987,2,BOS,Boston Celtics,Team Totals,,82,,19805,3645,7051,0.52,207,565,0.37,3438,6486,0.53,0.53,1740,2153,0.81,933,2585,3518,2421,561,526,1300,1710,9237
