Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1984,23.0,MIL,NBA,C,57.0,472.0,9.2,0.426,0.0,0.26,12.0,14.1,13.1,5.0,1.2,4.7,15.1,20.8,,-0.5,0.8,0.3,0.029,,-6.1,0.5,-5.6,-0.4
1985,24.0,MIL,NBA,C,78.0,1083.0,13.4,0.554,0.0,0.401,9.5,16.7,13.1,4.9,0.9,4.5,14.5,16.4,,1.1,1.9,3.0,0.133,,-1.8,1.3,-0.5,0.4
1986,25.0,MIL,NBA,C,82.0,1792.0,14.1,0.521,0.002,0.347,10.0,18.4,14.3,8.4,1.3,3.8,15.7,17.5,,1.2,3.3,4.5,0.12,,-0.8,1.3,0.6,1.2
1987,26.0,MIL,NBA,C,76.0,1467.0,12.3,0.512,0.0,0.406,9.7,17.0,13.3,4.5,1.8,2.5,14.6,19.1,,0.1,2.3,2.4,0.077,,-2.7,0.1,-2.6,-0.2
1988,27.0,MIL,NBA,C,81.0,2258.0,15.3,0.53,0.0,0.363,9.5,18.0,13.7,6.7,1.0,2.8,10.5,19.0,,2.4,2.8,5.1,0.109,,-0.1,0.0,-0.1,1.1
1989,28.0,MIL,NBA,C,48.0,513.0,13.8,0.496,0.0,0.285,11.3,19.2,15.2,6.2,0.9,4.5,12.6,18.6,,0.2,0.7,0.9,0.083,,-1.4,0.3,-1.1,0.1
1990,29.0,TOT,NBA,C,81.0,1879.0,13.0,0.462,0.001,0.277,9.3,17.4,13.1,8.3,1.2,3.7,10.9,20.3,,-0.2,2.2,2.0,0.051,,-2.2,-0.1,-2.3,-0.2
1990,29.0,MIL,NBA,C,30.0,554.0,11.6,0.489,0.0,0.274,8.8,17.7,13.1,3.4,0.8,3.7,11.8,17.9,,0.0,0.6,0.6,0.053,,-2.9,-0.7,-3.7,-0.2
1990,29.0,MIN,NBA,C,51.0,1325.0,13.6,0.452,0.002,0.278,9.5,17.3,13.1,10.4,1.3,3.7,10.6,21.3,,-0.2,1.6,1.4,0.05,,-2.0,0.2,-1.8,0.1
1991,30.0,MIN,NBA,C,73.0,1505.0,11.4,0.457,0.0,0.182,8.3,19.1,13.3,7.0,1.2,3.4,12.8,15.4,,-0.3,1.3,1.0,0.031,,-2.5,0.1,-2.4,-0.2
1992,31.0,MIN,NBA,C,67.0,1176.0,14.3,0.48,0.003,0.224,8.9,17.7,13.2,10.6,1.2,5.0,9.8,15.1,,0.7,1.0,1.7,0.07,,-0.9,1.1,0.2,0.7
1993,32.0,ATL,NBA,C,12.0,107.0,11.1,0.482,0.0,0.161,10.0,19.5,14.6,7.8,0.9,1.8,13.1,14.8,,0.0,0.1,0.1,0.052,,-3.0,-0.3,-3.3,0.0
1994,33.0,SAC,NBA,C,26.0,247.0,5.4,0.295,0.038,0.538,6.5,18.5,12.4,4.2,1.2,4.9,21.9,7.0,,-0.3,0.3,0.0,-0.007,,-5.6,0.9,-4.7,-0.2
