Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1989,27,1879,SAS,San Antonio Spurs,Vernon Maxwell,"September 12, 1965",23.0,NBA,SG,79.0,36.0,2065.0,8.0,18.5,0.43,0.7,2.9,0.25,7.3,15.6,0.47,4.0,5.4,0.74,1.1,3.4,4.5,6.7,1.9,0.2,4.0,3.0,20.7,,100.0,111.0
1990,31,1879,TOT,Total After Trade,Vernon Maxwell,"September 12, 1965",24.0,NBA,SG,79.0,12.0,1987.0,6.7,15.2,0.44,0.7,2.5,0.27,6.0,12.7,0.47,3.3,5.1,0.64,1.2,4.3,5.5,7.2,2.0,0.2,3.5,3.6,17.3,,101.0,106.0
1990,27,1879,SAS,San Antonio Spurs,Vernon Maxwell,"September 12, 1965",24.0,NBA,SG,49.0,2.0,1118.0,5.8,13.3,0.44,0.7,2.3,0.29,5.1,11.1,0.46,2.6,4.1,0.62,1.5,4.6,6.1,6.4,1.8,0.2,3.1,3.4,14.8,,100.0,107.0
1990,11,1879,HOU,Houston Rockets,Vernon Maxwell,"September 12, 1965",24.0,NBA,SG,30.0,10.0,869.0,7.8,17.5,0.44,0.7,2.9,0.24,7.0,14.6,0.48,4.2,6.3,0.66,0.8,3.9,4.8,8.2,2.3,0.3,3.9,3.8,20.4,,101.0,105.0
1991,11,1879,HOU,Houston Rockets,Vernon Maxwell,"September 12, 1965",25.0,NBA,SG,82.0,79.0,2870.0,8.6,21.2,0.4,2.9,8.7,0.34,5.6,12.5,0.45,3.7,5.0,0.73,0.7,3.3,4.0,5.1,2.2,0.3,2.9,3.0,23.7,,106.0,106.0
1992,11,1879,HOU,Houston Rockets,Vernon Maxwell,"September 12, 1965",26.0,NBA,SG,80.0,80.0,2700.0,9.4,22.7,0.41,3.0,8.8,0.34,6.4,13.9,0.46,3.9,5.0,0.77,0.7,3.9,4.5,6.1,1.9,0.5,3.3,3.7,25.6,,104.0,110.0
1993,11,1879,HOU,Houston Rockets,Vernon Maxwell,"September 12, 1965",27.0,NBA,SG,71.0,68.0,2251.0,7.9,19.4,0.41,2.7,8.2,0.33,5.2,11.2,0.46,3.7,5.1,0.72,0.7,4.3,5.0,6.7,1.9,0.2,3.2,2.8,22.2,,104.0,108.0
1994,11,1879,HOU,Houston Rockets,Vernon Maxwell,"September 12, 1965",28.0,NBA,SG,75.0,73.0,2571.0,7.5,19.2,0.39,2.4,7.9,0.3,5.1,11.3,0.45,2.8,3.8,0.75,0.8,3.7,4.5,7.5,2.5,0.4,3.6,2.8,20.1,,98.0,103.0
1995,11,1879,HOU,Houston Rockets,Vernon Maxwell,"September 12, 1965",29.0,NBA,SG,64.0,54.0,2038.0,7.7,19.4,0.39,3.6,11.0,0.32,4.1,8.4,0.48,2.5,3.6,0.69,0.5,3.7,4.1,6.9,1.9,0.3,3.4,3.9,21.4,,101.0,111.0
1996,23,1879,PHI,Philadelphia 76Ers,Vernon Maxwell,"September 12, 1965",30.0,NBA,PG,75.0,57.0,2467.0,8.7,22.2,0.39,3.1,9.7,0.32,5.6,12.5,0.45,5.3,7.0,0.76,0.8,4.0,4.8,7.0,2.0,0.3,4.5,3.8,25.7,,100.0,115.0
