Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,6,CLE,Cleveland Cavaliers,LeBron James,21,13,13,604,146,307,0.48,21,63,0.33,125,244,0.51,0.51,87,118,0.74,22,83,105,76,18,9,65,44,400
2006,6,CLE,Cleveland Cavaliers,Eric Snow,32,13,13,408,32,76,0.42,0,1,0.0,32,75,0.43,0.42,22,29,0.76,10,33,43,36,11,3,21,36,86
2006,6,CLE,Cleveland Cavaliers,Ronald Murray,26,13,5,399,37,112,0.33,5,24,0.21,32,88,0.36,0.35,26,32,0.81,11,31,42,21,9,2,9,27,105
2006,6,CLE,Cleveland Cavaliers,Zydrunas Ilgauskas,30,13,13,354,54,119,0.45,0,0,,54,119,0.45,0.45,27,36,0.75,33,49,82,10,5,27,24,46,135
2006,6,CLE,Cleveland Cavaliers,Donyell Marshall,32,13,0,345,45,104,0.43,18,46,0.39,27,58,0.47,0.52,15,17,0.88,24,49,73,8,7,9,13,24,123
2006,6,CLE,Cleveland Cavaliers,Larry Hughes,27,9,8,336,36,113,0.32,5,18,0.28,31,95,0.33,0.34,23,31,0.74,9,18,27,36,20,1,16,34,100
2006,6,CLE,Cleveland Cavaliers,Drew Gooden,24,13,13,282,45,85,0.53,0,0,,45,85,0.53,0.53,17,18,0.94,31,67,98,8,3,2,18,40,107
2006,6,CLE,Cleveland Cavaliers,Anderson Varejao,23,13,0,238,31,50,0.62,0,0,,31,50,0.62,0.62,26,37,0.7,18,40,58,3,9,2,6,50,88
2006,6,CLE,Cleveland Cavaliers,Damon Jones,29,13,0,181,8,26,0.31,5,18,0.28,3,8,0.38,0.4,3,4,0.75,2,14,16,12,2,0,3,17,24
2006,6,CLE,Cleveland Cavaliers,Ira Newble,31,5,0,11,3,3,1.0,1,1,1.0,2,2,1.0,1.17,0,0,,1,1,2,0,1,0,1,1,7
2006,6,CLE,Cleveland Cavaliers,Alan Henderson,33,2,0,9,0,2,0.0,0,0,,0,2,0.0,0.0,0,0,,1,1,2,0,0,0,0,1,0
2006,6,CLE,Cleveland Cavaliers,Sasha Pavlovic,22,3,0,4,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,,0,1,1,0,0,0,0,0,0
