Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,26,SAC,Sacramento Kings,Mike Bibby,27,6,6,255,32,92,0.35,9,26,0.35,23,66,0.35,0.4,27,30,0.9,6,17,23,31,9,0,18,17,100
2006,26,SAC,Sacramento Kings,Bonzi Wells,29,6,6,249,53,87,0.61,5,8,0.62,48,79,0.61,0.64,28,43,0.65,25,47,72,8,5,2,18,25,139
2006,26,SAC,Sacramento Kings,Metta World Peace,26,5,5,198,31,81,0.38,9,27,0.33,22,54,0.41,0.44,16,23,0.7,8,17,25,15,8,4,5,15,87
2006,26,SAC,Sacramento Kings,Kevin Martin,22,6,1,197,22,54,0.41,6,19,0.32,16,35,0.46,0.46,29,29,1.0,10,20,30,3,3,2,2,11,79
2006,26,SAC,Sacramento Kings,Brad Miller,29,6,6,166,21,52,0.4,1,7,0.14,20,45,0.44,0.41,12,13,0.92,3,15,18,15,7,5,7,20,55
2006,26,SAC,Sacramento Kings,Kenny Thomas,28,6,6,148,13,24,0.54,0,0,,13,24,0.54,0.54,9,13,0.69,12,15,27,8,5,0,9,22,35
2006,26,SAC,Sacramento Kings,Shareef Abdur-Rahim,29,6,0,129,23,43,0.54,0,3,0.0,23,40,0.57,0.54,9,15,0.6,8,21,29,7,2,0,13,27,55
2006,26,SAC,Sacramento Kings,Jason Hart,27,5,0,52,4,13,0.31,0,0,,4,13,0.31,0.31,2,2,1.0,1,1,2,3,3,0,4,8,10
2006,26,SAC,Sacramento Kings,Francisco Garcia,24,6,0,41,5,11,0.46,1,4,0.25,4,7,0.57,0.5,2,2,1.0,0,2,2,1,2,2,0,5,13
2006,26,SAC,Sacramento Kings,Corliss Williamson,32,3,0,11,2,5,0.4,0,0,,2,5,0.4,0.4,3,3,1.0,0,1,1,0,0,0,0,3,7
2006,26,SAC,Sacramento Kings,Vitaly Potapenko,30,4,0,9,2,4,0.5,0,0,,2,4,0.5,0.5,0,0,,1,0,1,0,1,0,0,2,4
2006,26,SAC,Sacramento Kings,Ronnie Price,22,4,0,9,0,3,0.0,0,0,,0,3,0.0,0.0,0,0,,0,0,0,1,0,0,0,1,0
