SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,13,LAC,Elton Brand,26.0,79,79.0,3099,756,1435,0.53,1,3,0.33,755,1432,0.53,0.53,440,568,0.78,236,554,790,208,81,201,173,227,1953
2006,13,LAC,Cuttino Mobley,30.0,79,74.0,2979,429,1008,0.43,83,245,0.34,346,763,0.45,0.47,229,273,0.84,50,291,341,238,93,36,145,208,1170
2006,13,LAC,Sam Cassell,36.0,78,75.0,2653,493,1112,0.44,70,190,0.37,423,922,0.46,0.48,289,335,0.86,40,247,287,491,74,11,175,225,1345
2006,13,LAC,Chris Kaman,23.0,78,78.0,2560,369,706,0.52,0,2,0.0,369,704,0.52,0.52,194,252,0.77,187,563,750,79,45,108,176,269,932
2006,13,LAC,Shaun Livingston,20.0,61,14.0,1525,149,349,0.43,1,8,0.12,148,341,0.43,0.43,53,77,0.69,41,142,183,273,46,32,111,160,352
2006,13,LAC,Quinton Ross,24.0,67,45.0,1515,130,308,0.42,0,7,0.0,130,301,0.43,0.42,57,75,0.76,38,132,170,79,51,16,47,155,317
2006,13,LAC,Daniel Ewing,22.0,66,5.0,971,97,255,0.38,22,78,0.28,75,177,0.42,0.42,36,46,0.78,23,62,85,84,37,6,57,86,252
2006,13,LAC,Corey Maggette,26.0,32,13.0,943,167,375,0.44,24,71,0.34,143,304,0.47,0.48,212,256,0.83,28,141,169,66,19,4,78,95,570
2006,13,LAC,Vladimir Radmanovic,25.0,30,11.0,885,108,259,0.42,66,158,0.42,42,101,0.42,0.54,38,52,0.73,25,146,171,64,29,14,40,80,320
2006,13,LAC,James Singleton,24.0,59,10.0,753,77,151,0.51,10,20,0.5,67,131,0.51,0.54,39,50,0.78,63,134,197,29,19,21,28,95,203
2006,13,LAC,Chris Wilcox,23.0,48,1.0,657,90,168,0.54,0,2,0.0,90,166,0.54,0.54,38,59,0.64,46,127,173,18,15,21,32,103,218
2006,13,LAC,Zeljko Rebraaa,33.0,29,2.0,412,52,96,0.54,0,0,,52,96,0.54,0.54,31,41,0.76,13,51,64,9,5,19,24,59,135
2006,13,LAC,Walter McCarty,31.0,36,1.0,353,33,99,0.33,10,45,0.22,23,54,0.43,0.38,12,21,0.57,15,53,68,23,8,5,19,52,88
2006,13,LAC,Boniface N'Dong,28.0,23,1.0,152,22,53,0.42,0,1,0.0,22,52,0.42,0.42,6,9,0.67,15,22,37,7,2,5,6,23,50
2006,13,LAC,Yaroslav Korolev,18.0,24,0.0,127,9,30,0.3,2,7,0.29,7,23,0.3,0.33,7,10,0.7,5,8,13,9,3,0,6,11,27
2006,13,LAC,Howard Eisley,33.0,13,0.0,112,4,17,0.24,1,4,0.25,3,13,0.23,0.26,0,0,,1,13,14,25,3,0,3,11,9
2006,13,LAC,Vin Baker,34.0,8,1.0,85,7,15,0.47,0,0,,7,15,0.47,0.47,13,18,0.72,2,17,19,4,4,4,9,13,27
2006,13,LAC,Anthony Goldwire,34.0,3,0.0,22,1,7,0.14,0,2,0.0,1,5,0.2,0.14,0,0,,0,1,1,2,0,0,1,0,2
2006,13,LAC,Team Totals,,82,,19805,2993,6443,0.46,290,843,0.34,2703,5600,0.48,0.49,1694,2142,0.79,828,2704,3532,1708,534,503,1185,1872,7970
