PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Chris Paul,25,6,6,250,6.0,11.1,0.545,1.3,2.7,0.474,4.8,8.4,0.569,5.6,7.1,0.7959999999999999,0.4,5.3,5.8,9.9,1.6,0.0,3.2,1.6,19.0
Trevor Ariza,25,6,6,241,5.2,12.7,0.41200000000000003,1.0,3.1,0.33299999999999996,4.2,9.6,0.43799999999999994,2.4,3.3,0.727,1.0,4.8,5.8,3.0,1.2,0.4,1.0,2.4,13.9
Carl Landry,27,6,6,213,5.2,11.5,0.456,0.0,0.0,,5.2,11.5,0.456,5.6,6.1,0.917,1.9,3.2,5.1,1.0,0.7,0.5,2.0,4.2,16.1
Emeka Okafor,28,6,6,188,3.8,5.9,0.645,0.0,0.0,,3.8,5.9,0.645,0.8,2.1,0.364,3.3,3.1,6.3,0.0,1.1,1.1,2.3,5.4,8.4
Marco Belinelli,24,6,6,173,4.8,13.1,0.365,1.7,5.4,0.308,3.1,7.7,0.405,0.8,0.8,1.0,0.0,1.0,1.0,0.8,1.0,0.0,0.8,2.5,12.1
Jarrett Jack,27,6,0,111,3.9,11.0,0.353,0.0,1.6,0.0,3.9,9.4,0.414,3.6,5.2,0.688,0.3,4.5,4.9,4.2,0.3,0.3,2.6,1.3,11.4
Aaron Gray,26,6,0,87,3.7,5.4,0.6920000000000001,0.0,0.0,,3.7,5.4,0.6920000000000001,1.2,3.3,0.375,1.2,7.4,8.7,0.8,0.8,0.8,2.1,5.4,8.7
Willie Green,29,6,0,84,6.0,15.4,0.389,0.9,3.9,0.222,5.1,11.6,0.444,1.7,3.0,0.5710000000000001,0.4,1.7,2.1,1.7,0.9,0.0,1.3,6.0,14.6
Jason Smith,24,6,0,58,4.3,9.3,0.467,0.0,0.0,,4.3,9.3,0.467,0.0,0.0,,0.6,3.7,4.3,0.6,1.2,0.0,0.0,6.8,8.7
Didier Ilunga-Mbenga,30,5,0,26,2.8,2.8,1.0,0.0,0.0,,2.8,2.8,1.0,1.4,2.8,0.5,2.8,4.2,6.9,1.4,2.8,4.2,1.4,9.7,6.9
Quincy Pondexter,22,3,0,9,4.0,24.0,0.16699999999999998,0.0,12.0,0.0,4.0,12.0,0.33299999999999996,0.0,0.0,,0.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,8.0
Patrick Ewing,26,2,0,2,18.0,18.0,1.0,18.0,18.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
