PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Jamal Mashburn,30,82,81,3321,10.8,25.7,0.42200000000000004,1.9,4.9,0.389,8.9,20.7,0.43,5.1,6.0,0.848,1.1,7.0,8.1,7.5,1.3,0.3,3.7,3.2,28.7,,105,103
David Wesley,32,73,73,2710,8.9,20.6,0.433,2.7,6.3,0.424,6.2,14.3,0.43700000000000006,3.7,4.7,0.7809999999999999,0.8,2.7,3.5,5.0,2.2,0.2,2.6,3.4,24.1,,109,105
P.J. Brown,33,78,78,2609,6.6,12.4,0.531,0.0,0.1,0.0,6.6,12.3,0.5329999999999999,4.0,4.8,0.836,5.0,9.4,14.4,3.0,1.4,1.6,2.0,4.2,17.1,,122,100
Jamaal Magloire,24,82,82,2443,6.7,14.0,0.48,0.0,0.1,0.0,6.7,13.9,0.483,5.1,7.1,0.7170000000000001,5.7,10.2,15.9,1.9,1.1,2.4,3.5,6.1,18.5,,106,99
Baron Davis,23,50,47,1889,9.4,22.7,0.41600000000000004,2.8,8.0,0.35,6.6,14.6,0.452,2.6,3.7,0.71,1.6,3.7,5.3,9.1,2.6,0.6,4.0,4.2,24.3,,103,102
George Lynch,32,81,32,1497,5.3,12.9,0.409,1.0,2.8,0.354,4.3,10.0,0.425,1.5,2.7,0.5539999999999999,5.0,7.7,12.7,3.7,2.4,0.7,1.9,4.9,13.0,,106,100
Courtney Alexander,25,66,7,1360,7.6,19.9,0.382,0.8,2.3,0.33299999999999996,6.9,17.7,0.38799999999999996,4.7,5.8,0.8079999999999999,1.5,3.1,4.7,3.1,1.2,0.2,2.7,4.9,20.7,,96,106
Stacey Augmon,34,70,3,862,4.9,12.0,0.41100000000000003,0.0,0.4,0.0,4.9,11.5,0.42700000000000005,3.4,4.5,0.75,1.6,5.8,7.4,4.3,1.7,0.6,2.5,5.0,13.2,,99,103
Robert Traylor,25,69,0,851,6.6,15.0,0.44299999999999995,0.1,0.2,0.33299999999999996,6.6,14.8,0.444,3.6,5.6,0.648,6.8,9.7,16.5,3.2,2.8,2.3,3.3,9.7,16.9,,102,96
Elden Campbell,34,41,1,685,7.9,19.4,0.409,0.0,0.1,0.0,7.9,19.3,0.41100000000000003,7.3,9.0,0.809,2.7,8.5,11.1,3.3,1.9,2.4,3.3,8.0,23.1,,102,99
Courtney Alexander,24,51,1,644,7.4,14.3,0.52,0.0,0.0,,7.4,14.3,0.52,2.3,3.4,0.659,4.9,9.9,14.8,1.8,1.6,3.7,3.8,7.3,17.1,,99,97
Kenny Anderson,32,23,1,446,7.3,18.1,0.40700000000000003,0.1,0.2,0.5,7.2,17.8,0.405,1.9,2.6,0.727,1.7,3.7,5.4,9.3,2.2,0.5,5.1,5.2,16.7,,89,103
Robert Pack,33,28,4,440,6.3,15.7,0.40299999999999997,0.0,0.6,0.0,6.3,15.1,0.419,5.0,6.7,0.745,1.3,4.9,6.2,9.9,3.1,0.0,4.9,4.3,17.7,,96,101
Bryce Drew,28,13,0,79,5.4,18.4,0.29600000000000004,2.0,4.8,0.429,3.4,13.6,0.25,0.0,0.0,,2.7,6.1,8.8,7.5,1.4,0.0,2.0,1.4,12.9,,90,104
Kirk Haston,23,12,0,57,1.9,16.0,0.11800000000000001,0.0,2.8,0.0,1.9,13.2,0.14300000000000002,1.9,3.8,0.5,0.0,6.6,6.6,2.8,0.0,4.7,6.6,9.4,5.7,,33,102
Randy Livingston,27,2,0,12,9.0,17.9,0.5,0.0,0.0,,9.0,17.9,0.5,9.0,9.0,1.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,26.9,,141,111
