Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2011,22.0,TOT,NBA,SG,42.0,18.0,1027.0,192.0,500.0,0.384,33.0,128.0,0.258,159.0,372.0,0.427,0.417,73.0,84.0,0.869,31.0,74.0,105.0,117.0,39.0,3.0,83.0,63.0,490.0,,1.0
2011,22.0,ATL,NBA,SG,16.0,0.0,160.0,27.0,77.0,0.351,9.0,27.0,0.333,18.0,50.0,0.36,0.409,4.0,6.0,0.667,9.0,19.0,28.0,15.0,3.0,0.0,15.0,13.0,67.0,,0.0
2011,22.0,WAS,NBA,SG,26.0,18.0,867.0,165.0,423.0,0.39,24.0,101.0,0.238,141.0,322.0,0.438,0.418,69.0,78.0,0.885,22.0,55.0,77.0,102.0,36.0,3.0,68.0,50.0,423.0,,1.0
2012,23.0,WAS,NBA,SG,64.0,32.0,1753.0,349.0,872.0,0.4,79.0,273.0,0.289,270.0,599.0,0.451,0.446,161.0,203.0,0.793,44.0,124.0,168.0,190.0,59.0,5.0,141.0,111.0,938.0,,0.0
2013,24.0,TOT,NBA,SG,70.0,14.0,1709.0,301.0,725.0,0.415,83.0,246.0,0.337,218.0,479.0,0.455,0.472,129.0,159.0,0.811,44.0,165.0,209.0,225.0,39.0,7.0,141.0,106.0,814.0,,1.0
2013,24.0,WAS,NBA,SG,43.0,12.0,1127.0,211.0,508.0,0.415,59.0,171.0,0.345,152.0,337.0,0.451,0.473,87.0,106.0,0.821,31.0,104.0,135.0,157.0,27.0,5.0,97.0,61.0,568.0,,1.0
2013,24.0,BOS,NBA,SG,27.0,2.0,582.0,90.0,217.0,0.415,24.0,75.0,0.32,66.0,142.0,0.465,0.47,42.0,53.0,0.792,13.0,61.0,74.0,68.0,12.0,2.0,44.0,45.0,246.0,,0.0
2014,25.0,TOT,NBA,"PG,SG",81.0,35.0,1859.0,327.0,788.0,0.415,90.0,285.0,0.316,237.0,503.0,0.471,0.472,146.0,169.0,0.864,28.0,155.0,183.0,281.0,47.0,5.0,134.0,120.0,890.0,,1.0
2014,25.0,BOS,NBA,PG,39.0,35.0,1198.0,188.0,455.0,0.413,50.0,157.0,0.318,138.0,298.0,0.463,0.468,110.0,126.0,0.873,18.0,102.0,120.0,224.0,34.0,3.0,84.0,76.0,536.0,,1.0
2014,25.0,GSW,NBA,SG,42.0,0.0,661.0,139.0,333.0,0.417,40.0,128.0,0.313,99.0,205.0,0.483,0.477,36.0,43.0,0.837,10.0,53.0,63.0,57.0,13.0,2.0,50.0,44.0,354.0,,0.0
2017,28.0,NOP,NBA,SG,19.0,0.0,442.0,105.0,218.0,0.482,37.0,95.0,0.389,68.0,123.0,0.553,0.567,20.0,26.0,0.769,4.0,30.0,34.0,57.0,11.0,2.0,25.0,30.0,267.0,,0.0
2018,29.0,NOP,NBA,SG,5.0,0.0,53.0,12.0,27.0,0.444,8.0,14.0,0.571,4.0,13.0,0.308,0.593,1.0,1.0,1.0,2.0,2.0,4.0,13.0,1.0,1.0,5.0,7.0,33.0,,0.0
