Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1993,12,683,IND,Indiana Pacers,32,Dale Davis,PF,6-11,230,"March 25, 1969",US,1,Clemson
1993,12,781,IND,Indiana Pacers,54,Greg Dreiling,C,7-1,250,"November 7, 1962",US,6,"Wichita State, Kansas"
1993,12,922,IND,Indiana Pacers,10,Vern Fleming,PG,6-5,185,"February 4, 1962",US,8,Georgia
1993,12,1113,IND,Indiana Pacers,23,Sean Green,SG,6-5,210,"February 2, 1970",US,1,"NC State, Iona College"
1993,12,1906,IND,Indiana Pacers,20,George McCloud,SF,6-6,205,"May 27, 1967",US,3,Florida State
1993,12,1999,IND,Indiana Pacers,31,Reggie Miller,SG,6-7,185,"August 24, 1965",US,5,UCLA
1993,12,2014,IND,Indiana Pacers,5,Sam Mitchell,SF,6-6,210,"September 2, 1963",US,3,Mercer University
1993,12,2448,IND,Indiana Pacers,24,Pooh Richardson,PG,6-1,180,"May 14, 1966",US,3,UCLA
1993,12,2578,IND,Indiana Pacers,11,Detlef Schrempf,PF,6-10,235,"January 21, 1963",DE,7,Washington
1993,12,2592,IND,Indiana Pacers,21,Malik Sealy,SF,6-8,190,"February 1, 1970",US,R,St. John's
1993,12,2713,IND,Indiana Pacers,45,Rik Smits,C,7-4,250,"August 23, 1966",NL,4,Marist College
1993,12,2874,IND,Indiana Pacers,41,LaSalle Thompson,C,6-10,245,"June 23, 1961",US,10,Texas
1993,12,3156,IND,Indiana Pacers,44,Kenny Williams,SF,6-9,205,"June 9, 1969",US,2,Barton County Community College
