PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Rony Seikaly,24,74,72,32.6,6.6,13.1,0.502,0.0,0.0,0.0,6.6,13.1,0.503,0.502,3.5,5.8,0.594,3.4,6.9,10.4,1.1,1.1,1.7,3.2,3.5,16.6
Sherman Douglas,23,81,66,30.5,5.7,11.6,0.494,0.1,0.4,0.161,5.7,11.2,0.505,0.496,2.8,4.0,0.687,0.9,1.7,2.5,7.6,1.8,0.1,3.0,2.3,14.3
Glen Rice,22,77,60,30.0,6.1,13.9,0.439,0.2,0.9,0.24600000000000002,5.9,13.0,0.452,0.447,1.2,1.6,0.7340000000000001,1.3,3.3,4.6,1.8,0.9,0.4,1.5,2.6,13.6
Kevin Edwards,24,78,54,28.3,5.1,12.3,0.41200000000000003,0.1,0.4,0.3,4.9,11.9,0.41600000000000004,0.41700000000000004,1.8,2.3,0.76,1.0,2.6,3.6,3.2,1.6,0.4,2.3,1.9,12.0
Billy Thompson,26,79,45,27.1,4.7,9.2,0.516,0.0,0.1,0.5,4.7,9.2,0.516,0.517,1.5,2.3,0.622,3.0,4.0,7.0,2.1,0.7,1.1,2.0,3.0,11.0
Tellis Frank,24,77,39,22.9,3.6,7.9,0.45799999999999996,0.0,0.0,,3.6,7.9,0.45799999999999996,0.45799999999999996,2.3,3.0,0.765,2.0,3.0,5.0,1.1,0.7,0.4,1.7,3.7,9.5
Grant Long,23,81,31,22.9,3.2,6.6,0.483,0.0,0.0,0.0,3.2,6.5,0.486,0.483,2.1,3.0,0.7140000000000001,1.9,3.0,5.0,1.2,1.1,0.5,1.7,3.7,8.5
Rory Sparrow,31,82,25,21.4,2.6,6.2,0.41200000000000003,0.1,0.5,0.2,2.5,5.7,0.43,0.42,0.7,0.9,0.7659999999999999,0.5,1.2,1.7,3.6,0.6,0.0,1.2,1.7,5.9
Terry Davis,22,63,9,14.0,1.9,4.2,0.466,0.0,0.0,0.0,1.9,4.1,0.467,0.466,0.9,1.4,0.621,1.5,2.2,3.6,0.4,0.4,0.4,1.1,2.7,4.7
Jon Sundvold,28,63,2,13.8,2.3,5.8,0.408,0.7,1.6,0.44,1.7,4.2,0.395,0.46799999999999997,0.7,0.8,0.846,0.2,0.9,1.1,1.6,0.4,0.0,0.8,1.1,6.1
Scott Haffner,23,43,6,13.0,2.0,5.0,0.406,0.1,0.5,0.14300000000000002,2.0,4.6,0.434,0.41200000000000003,0.4,0.6,0.68,0.2,1.0,1.2,1.9,0.3,0.0,0.8,1.2,4.6
Pat Cummings,33,37,1,10.6,2.1,4.3,0.484,0.0,0.0,,2.1,4.3,0.484,0.484,0.6,1.0,0.568,0.8,1.8,2.5,0.4,0.3,0.1,0.9,1.6,4.7
Jim Rowinski,29,14,0,8.0,1.0,2.3,0.43799999999999994,0.0,0.0,,1.0,2.3,0.43799999999999994,0.43799999999999994,1.6,1.9,0.846,1.2,0.9,2.1,0.4,0.1,0.1,0.7,1.4,3.6
