SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1990,14,LAL,Magic Johnson,30,79,79,37.2,6.9,14.4,0.48,1.3,3.5,0.38,5.6,10.9,0.51,0.53,7.2,8.1,0.89,1.6,5.0,6.6,11.5,1.7,0.4,3.7,2.1,22.3
1990,14,LAL,James Worthy,28,80,80,37.0,8.9,16.2,0.55,0.2,0.6,0.31,8.7,15.6,0.56,0.55,3.1,4.0,0.78,2.0,4.0,6.0,3.6,1.2,0.6,2.0,2.4,21.1
1990,14,LAL,Byron Scott,28,77,77,33.7,6.1,13.1,0.47,1.2,2.9,0.42,4.9,10.2,0.48,0.52,2.1,2.7,0.77,0.7,2.5,3.1,3.6,1.0,0.4,1.6,2.3,15.5
1990,14,LAL,A.C. Green,26,82,82,33.0,4.7,9.8,0.48,0.2,0.6,0.28,4.5,9.3,0.49,0.49,3.4,4.5,0.75,3.2,5.5,8.7,1.1,0.8,0.6,1.4,2.5,12.9
1990,14,LAL,Mychal Thompson,35,70,70,26.9,4.0,8.0,0.5,0.0,0.0,,4.0,8.0,0.5,0.5,2.1,2.9,0.71,2.5,4.3,6.8,0.6,0.5,1.0,1.1,3.0,10.1
1990,14,LAL,Michael Cooper,33,80,10,23.1,2.4,6.2,0.39,0.6,2.0,0.32,1.8,4.2,0.42,0.44,1.0,1.2,0.88,0.7,2.1,2.8,2.7,0.8,0.5,1.1,2.6,6.4
1990,14,LAL,Orlando Woolridge,30,62,2,22.9,4.9,8.9,0.56,0.0,0.1,0.0,4.9,8.8,0.56,0.56,2.8,3.9,0.73,0.8,2.2,3.0,1.5,0.6,0.7,1.2,2.6,12.7
1990,14,LAL,Vlade Divac,21,82,5,19.6,3.3,6.7,0.5,0.0,0.1,0.0,3.3,6.6,0.5,0.5,1.9,2.6,0.71,2.0,4.2,6.2,0.9,1.0,1.4,1.3,2.9,8.5
1990,14,LAL,Larry Drew,31,80,3,16.7,2.1,4.8,0.44,0.4,1.0,0.4,1.7,3.8,0.46,0.49,0.6,0.8,0.77,0.2,1.1,1.2,2.7,0.6,0.1,1.2,1.2,5.2
1990,14,LAL,Jay Vincent,30,24,1,8.3,1.7,3.3,0.53,0.0,0.0,0.0,1.7,3.2,0.53,0.53,0.3,0.5,0.67,0.3,0.8,1.1,0.4,0.3,0.1,0.8,1.2,3.8
1990,14,LAL,Mark McNamara,30,33,1,5.8,1.2,2.6,0.44,0.0,0.0,,1.2,2.6,0.44,0.44,0.8,1.2,0.65,0.7,1.2,1.9,0.1,0.1,0.0,0.6,0.9,3.1
1990,14,LAL,Mel McCants,22,13,0,5.0,0.6,2.0,0.31,0.0,0.0,,0.6,2.0,0.31,0.31,0.5,0.6,0.75,0.1,0.4,0.5,0.2,0.2,0.1,0.1,0.8,1.7
1990,14,LAL,Steve Bucknall,23,18,0,4.2,0.5,1.8,0.27,0.0,0.1,0.0,0.5,1.8,0.28,0.27,0.3,0.3,0.83,0.3,0.1,0.4,0.6,0.1,0.1,0.6,0.6,1.3
1990,14,LAL,Mike Higgins,22,6,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.2,0.3,0.5,0.2,0.0,0.2,0.2,0.2,0.3,0.0,0.7,0.2
1990,14,LAL,Jawann Oldham,32,3,0,3.0,0.7,1.0,0.67,0.0,0.0,,0.7,1.0,0.67,0.67,0.3,0.7,0.5,0.0,0.3,0.3,0.3,0.0,0.0,0.3,1.0,1.7
