Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2004,5,1296,CHI,Chicago Bulls,23.0,NBA,PG,76.0,66.0,2706.0,318.0,823.0,0.39,144.0,369.0,0.39,174.0,454.0,0.38,0.47,135.0,168.0,0.8,42.0,217.0,259.0,517.0,101.0,21.0,204.0,276.0,915.0,,1.0
2005,5,1296,CHI,Chicago Bulls,24.0,NBA,PG,77.0,77.0,2800.0,445.0,1122.0,0.4,145.0,408.0,0.36,300.0,714.0,0.42,0.46,171.0,216.0,0.79,32.0,272.0,304.0,494.0,122.0,21.0,176.0,244.0,1206.0,,0.0
2006,5,1296,CHI,Chicago Bulls,25.0,NBA,PG,81.0,81.0,2955.0,451.0,1078.0,0.42,126.0,341.0,0.37,325.0,737.0,0.44,0.48,256.0,314.0,0.82,29.0,259.0,288.0,514.0,94.0,21.0,188.0,251.0,1284.0,,0.0
2007,5,1296,CHI,Chicago Bulls,26.0,NBA,PG,80.0,80.0,2839.0,475.0,1061.0,0.45,140.0,337.0,0.42,335.0,724.0,0.46,0.51,237.0,284.0,0.84,32.0,242.0,274.0,500.0,100.0,23.0,191.0,274.0,1327.0,,0.0
2008,5,1296,CHI,Chicago Bulls,27.0,NBA,PG,75.0,72.0,2380.0,330.0,797.0,0.41,84.0,240.0,0.35,246.0,557.0,0.44,0.47,118.0,142.0,0.83,28.0,216.0,244.0,452.0,87.0,19.0,157.0,224.0,862.0,,1.0
2009,5,1296,CHI,Chicago Bulls,28.0,NBA,SG,51.0,4.0,1339.0,183.0,419.0,0.44,69.0,169.0,0.41,114.0,250.0,0.46,0.52,68.0,86.0,0.79,16.0,107.0,123.0,197.0,66.0,19.0,87.0,126.0,503.0,,0.0
2010,5,1296,CHI,Chicago Bulls,29.0,NBA,SG,74.0,53.0,2481.0,308.0,753.0,0.41,104.0,280.0,0.37,204.0,473.0,0.43,0.48,85.0,113.0,0.75,24.0,236.0,260.0,330.0,85.0,24.0,113.0,204.0,805.0,,0.0
2011,31,1296,TOT,Total After Trade,30.0,NBA,"PG,SG",72.0,51.0,2157.0,278.0,623.0,0.45,75.0,188.0,0.4,203.0,435.0,0.47,0.51,106.0,126.0,0.84,21.0,161.0,182.0,288.0,75.0,17.0,121.0,185.0,737.0,,0.0
2011,30,1296,WAS,Washington Wizards,30.0,NBA,SG,48.0,29.0,1471.0,198.0,438.0,0.45,43.0,112.0,0.38,155.0,326.0,0.48,0.5,92.0,105.0,0.88,14.0,115.0,129.0,210.0,56.0,10.0,84.0,119.0,531.0,,0.0
2011,1,1296,ATL,Atlanta Hawks,30.0,NBA,PG,24.0,22.0,686.0,80.0,185.0,0.43,32.0,76.0,0.42,48.0,109.0,0.44,0.52,14.0,21.0,0.67,7.0,46.0,53.0,78.0,19.0,7.0,37.0,66.0,206.0,,0.0
2012,1,1296,ATL,Atlanta Hawks,31.0,NBA,SG,48.0,31.0,1237.0,122.0,295.0,0.41,47.0,136.0,0.35,75.0,159.0,0.47,0.49,25.0,32.0,0.78,11.0,90.0,101.0,132.0,38.0,11.0,58.0,100.0,316.0,,0.0
2013,5,1296,CHI,Chicago Bulls,32.0,NBA,PG,60.0,60.0,1764.0,159.0,422.0,0.38,71.0,182.0,0.39,88.0,240.0,0.37,0.46,70.0,98.0,0.71,16.0,142.0,158.0,314.0,63.0,25.0,99.0,192.0,459.0,,0.0
2014,5,1296,CHI,Chicago Bulls,33.0,NBA,PG,73.0,61.0,2116.0,243.0,619.0,0.39,85.0,242.0,0.35,158.0,377.0,0.42,0.46,95.0,125.0,0.76,31.0,161.0,192.0,286.0,80.0,26.0,120.0,203.0,666.0,,0.0
2015,5,1296,CHI,Chicago Bulls,34.0,NBA,SG,66.0,22.0,1610.0,142.0,381.0,0.37,58.0,168.0,0.34,84.0,213.0,0.39,0.45,35.0,50.0,0.7,20.0,101.0,121.0,148.0,46.0,14.0,73.0,144.0,377.0,,0.0
2016,31,1296,TOT,Total After Trade,35.0,NBA,PG,46.0,7.0,631.0,49.0,129.0,0.38,24.0,62.0,0.39,25.0,67.0,0.37,0.47,15.0,16.0,0.94,8.0,62.0,70.0,73.0,15.0,2.0,30.0,64.0,137.0,,0.0
2016,5,1296,CHI,Chicago Bulls,35.0,NBA,PG,35.0,7.0,555.0,47.0,118.0,0.4,23.0,56.0,0.41,24.0,62.0,0.39,0.5,15.0,16.0,0.94,7.0,51.0,58.0,59.0,13.0,1.0,27.0,63.0,132.0,,0.0
2016,1,1296,ATL,Atlanta Hawks,35.0,NBA,PG,11.0,0.0,76.0,2.0,11.0,0.18,1.0,6.0,0.17,1.0,5.0,0.2,0.23,0.0,0.0,,1.0,11.0,12.0,14.0,2.0,1.0,3.0,1.0,5.0,,0.0
