Team ID,Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
22,2411,110.0,70.0,2910.0,405.0,953.0,0.42,189.0,509.0,0.37,216.0,444.0,0.49,0.52,197.0,224.0,0.88,15.0,156.0,171.0,178.0,54.0,12.0,137.0,212.0,1196.0,0
