Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2012,15,2592,MEM,Memphis Grizzlies,Josh Selby,"March 27, 1991",20.0,NBA,PG,28,0,237,5.6,16.1,0.35,0.4,3.3,0.13,5.1,12.7,0.4,2.5,3.1,0.79,0.4,2.9,3.3,6.7,1.6,0.0,6.5,3.8,14.1,,73,107
2013,15,2592,MEM,Memphis Grizzlies,Josh Selby,"March 27, 1991",21.0,NBA,PG,10,0,59,5.5,20.2,0.27,0.9,5.5,0.17,4.6,14.7,0.31,6.4,10.1,0.64,0.0,4.6,4.6,3.7,1.8,0.0,6.4,6.4,18.4,,70,103
