SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016,16,MIA,Luol Deng,30,14,14,495,65,138,0.47,24,57,0.42,41,81,0.51,0.56,32,38,0.84,19,64,83,22,13,9,23,24,186
2016,16,MIA,Joe Johnson,34,14,14,492,68,158,0.43,13,46,0.28,55,112,0.49,0.47,21,24,0.88,7,59,66,35,8,3,18,27,170
2016,16,MIA,Dwyane Wade,34,14,14,473,119,254,0.47,12,23,0.52,107,231,0.46,0.49,50,64,0.78,12,67,79,60,11,13,38,22,300
2016,16,MIA,Goran DragiA,29,14,14,472,91,206,0.44,16,46,0.35,75,160,0.47,0.48,33,43,0.77,11,58,69,54,6,3,31,46,231
2016,16,MIA,Josh Richardson,22,14,0,387,33,89,0.37,17,46,0.37,16,43,0.37,0.47,10,14,0.71,10,40,50,22,6,13,12,37,93
2016,16,MIA,Justise Winslow,19,13,2,330,32,74,0.43,5,18,0.28,27,56,0.48,0.47,21,30,0.7,17,46,63,8,8,4,12,35,90
2016,16,MIA,Hassan Whiteside,26,10,10,291,47,69,0.68,0,0,,47,69,0.68,0.68,26,44,0.59,26,83,109,3,8,28,13,34,120
2016,16,MIA,Josh McRoberts,28,10,0,134,16,34,0.47,0,7,0.0,16,27,0.59,0.47,6,6,1.0,7,19,26,9,5,5,4,20,38
2016,16,MIA,Gerald Green,30,12,0,110,16,49,0.33,4,14,0.29,12,35,0.34,0.37,4,5,0.8,2,15,17,1,4,1,2,14,40
2016,16,MIA,Udonis Haslem,35,9,0,85,8,15,0.53,0,0,,8,15,0.53,0.53,5,7,0.71,11,20,31,4,0,1,7,13,21
2016,16,MIA,Amar'e Stoudemire,33,9,2,82,11,19,0.58,0,0,,11,19,0.58,0.58,8,8,1.0,3,10,13,0,5,3,9,14,30
2016,16,MIA,Tyler Johnson,23,5,0,61,5,11,0.46,3,6,0.5,2,5,0.4,0.59,8,11,0.73,2,5,7,8,1,0,2,8,21
2016,16,MIA,Dorell Wright,30,5,0,19,5,10,0.5,2,5,0.4,3,5,0.6,0.6,4,4,1.0,0,6,6,2,0,0,0,2,16
2016,16,MIA,Briante Weber,23,2,0,6,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,1,1,0,0,1,0
