Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2013,27,75,SAS,San Antonio Spurs,11,James Anderson,SF,6-6,213,"March 25, 1989",US,2,Oklahoma State
2013,27,196,SAS,San Antonio Spurs,16,Aron Baynes,C,6-10,260,"December 9, 1986",NZ,R,Washington State
2013,27,259,SAS,San Antonio Spurs,45,DeJuan Blair,PF,6-7,270,"April 22, 1989",US,3,Pitt
2013,27,291,SAS,San Antonio Spurs,15,Matt Bonner,PF,6-10,235,"April 5, 1980",US,8,Florida
2013,27,713,SAS,San Antonio Spurs,25,Nando De Colo,SG,6-5,200,"June 23, 1987",FR,R,
2013,27,739,SAS,San Antonio Spurs,33,Boris Diaw,PF,6-8,250,"April 16, 1982",FR,9,
2013,27,800,SAS,San Antonio Spurs,21,Tim Duncan,C,6-11,250,"April 25, 1976",VI,15,Wake Forest
2013,27,1040,SAS,San Antonio Spurs,20,Manu Ginobili,SG,6-6,205,"July 28, 1977",AR,10,
2013,27,1099,SAS,San Antonio Spurs,4,Danny Green,SG,6-6,215,"June 22, 1987",US,3,UNC
2013,27,1418,SAS,San Antonio Spurs,3,Stephen Jackson,SF,6-8,218,"April 5, 1978",US,12,Butler County Community College
2013,27,1572,SAS,San Antonio Spurs,5,Cory Joseph,PG,6-3,200,"August 20, 1991",CA,1,Texas
2013,27,1734,SAS,San Antonio Spurs,2,Kawhi Leonard,SF,6-7,225,"June 29, 1991",US,1,San Diego State
2013,27,1935,SAS,San Antonio Spurs,1,Tracy McGrady,SF,6-8,210,"May 24, 1979",US,15,
2013,27,2001,SAS,San Antonio Spurs,8,Patty Mills,PG,6-1,180,"August 11, 1988",AU,3,Saint Mary's
2013,27,2122,SAS,San Antonio Spurs,14,Gary Neal,SG,6-4,210,"October 3, 1984",US,2,"La Salle, Towson University"
2013,27,2251,SAS,San Antonio Spurs,9,Tony Parker,PG,6-2,185,"May 17, 1982",BE,11,
2013,27,2732,SAS,San Antonio Spurs,22,Tiago Splitter,PF,6-11,245,"January 1, 1985",BR,2,
