Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2013,21,346,OKC,Oklahoma City Thunder,8,Ronnie Brewer,SF,6-7,220,"March 20, 1985",US,6,Arkansas
2013,21,579,OKC,Oklahoma City Thunder,4,Nick Collison,C,6-10,255,"October 26, 1980",US,8,Kansas
2013,21,806,OKC,Oklahoma City Thunder,35,Kevin Durant,SF,6-10,240,"September 29, 1988",US,5,Texas
2013,21,919,OKC,Oklahoma City Thunder,6,Derek Fisher,SG,6-1,200,"August 9, 1974",US,16,Little Rock
2013,21,1375,OKC,Oklahoma City Thunder,9,Serge Ibaka,PF,6-10,235,"September 18, 1989",CG,3,
2013,21,1415,OKC,Oklahoma City Thunder,15,Reggie Jackson,PG,6-2,208,"April 16, 1990",IT,1,Boston College
2013,21,1556,OKC,Oklahoma City Thunder,3,Perry Jones,SF,6-11,235,"September 24, 1991",US,R,Baylor
2013,21,1680,OKC,Oklahoma City Thunder,11,Jeremy Lamb,SF,6-5,180,"May 30, 1992",US,R,UConn
2013,21,1751,OKC,Oklahoma City Thunder,25,DeAndre Liggins,SG,6-6,209,"March 31, 1988",US,1,Kentucky
2013,21,1861,OKC,Oklahoma City Thunder,23,Kevin Martin,SG,6-7,199,"February 1, 1983",US,8,Western Carolina University
2013,21,1885,OKC,Oklahoma City Thunder,6,Eric Maynor,PG,6-3,175,"June 11, 1987",US,3,VCU
2013,21,2213,OKC,Oklahoma City Thunder,33,Daniel Orton,C,6-10,255,"August 6, 1990",US,1,Kentucky
2013,21,2283,OKC,Oklahoma City Thunder,5,Kendrick Perkins,C,6-10,270,"November 10, 1984",US,9,
2013,21,2590,OKC,Oklahoma City Thunder,2,Thabo Sefolosha,SG,6-6,215,"May 2, 1984",CH,6,
2013,21,2834,OKC,Oklahoma City Thunder,34,Hasheem Thabeet,C,7-3,263,"February 16, 1987",TZ,3,UConn
2013,21,3076,OKC,Oklahoma City Thunder,0,Russell Westbrook,PG,6-3,200,"November 12, 1988",US,4,UCLA
