PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Xavier McDaniel,24,5,5,180,9.0,16.2,0.556,0.8,1.6,0.5,8.2,14.6,0.562,2.4,4.8,0.5,2.8,6.8,9.6,5.0,0.6,0.2,2.2,3.0,21.2
Dale Ellis,27,5,5,172,8.4,17.4,0.48200000000000004,0.6,2.5,0.25,7.7,14.9,0.521,4.4,6.1,0.7240000000000001,2.3,2.5,4.8,3.1,0.6,0.4,2.5,3.6,21.8
Tom Chambers,28,5,5,168,10.7,19.5,0.5489999999999999,0.0,0.4,0.0,10.7,19.1,0.562,6.2,7.5,0.8290000000000001,1.7,4.9,6.6,2.4,0.6,0.2,2.8,5.1,27.6
Nate McMillan,23,5,5,127,3.4,9.9,0.34299999999999997,0.0,0.3,0.0,3.4,9.6,0.353,2.6,4.0,0.643,1.7,4.3,6.0,9.4,0.6,0.9,2.3,3.1,9.4
Derrick McKey,21,5,0,109,7.9,12.6,0.632,0.7,2.0,0.33299999999999996,7.3,10.6,0.688,3.3,5.6,0.588,2.3,4.3,6.6,2.6,1.0,1.7,1.7,4.0,19.8
Danny Young,25,5,0,95,4.2,8.0,0.524,0.0,1.1,0.0,4.2,6.8,0.611,3.8,3.8,1.0,1.1,2.7,3.8,7.2,0.8,0.8,2.7,2.7,12.1
Sedale Threatt,26,5,0,80,6.3,15.3,0.41200000000000003,0.0,0.5,0.0,6.3,14.9,0.424,1.8,1.8,1.0,0.9,4.1,5.0,5.0,0.5,0.0,2.3,3.2,14.4
Alton Lister,29,5,5,77,5.6,7.9,0.706,0.0,0.0,,5.6,7.9,0.706,1.9,2.3,0.8,4.2,9.4,13.6,2.3,0.5,2.3,1.9,7.9,13.1
Kevin Williams,26,5,0,70,3.6,8.2,0.43799999999999994,0.0,1.0,0.0,3.6,7.2,0.5,0.0,0.0,,3.1,1.0,4.1,4.6,1.5,0.0,2.1,7.7,7.2
Olden Polynice,23,5,0,44,4.1,9.0,0.455,0.0,0.0,,4.1,9.0,0.455,0.0,1.6,0.0,1.6,4.9,6.5,0.0,2.5,0.0,0.8,4.9,8.2
Clemon Johnson,31,5,0,39,2.8,6.5,0.429,0.0,0.0,,2.8,6.5,0.429,0.9,1.8,0.5,0.0,6.5,6.5,0.0,0.9,0.9,1.8,9.2,6.5
Russ Schoene,27,5,0,39,6.5,11.1,0.583,1.8,3.7,0.5,4.6,7.4,0.625,0.0,0.0,,0.9,5.5,6.5,1.8,0.9,0.0,1.8,7.4,14.8
