PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Larry Bird,31,17,17,763,7.2,15.9,0.45,0.6,1.5,0.375,6.6,14.4,0.45799999999999996,4.8,5.3,0.894,1.4,5.7,7.1,5.4,1.7,0.7,2.3,2.1,19.7
Kevin McHale,30,17,17,716,7.9,13.2,0.603,0.1,0.1,1.0,7.9,13.1,0.602,5.8,6.9,0.8390000000000001,2.8,4.1,6.8,2.0,0.4,1.5,2.0,3.3,21.7
Dennis Johnson,33,17,17,702,4.7,10.8,0.433,0.3,0.8,0.375,4.4,9.9,0.43799999999999994,4.2,5.3,0.7959999999999999,0.8,3.2,3.9,7.1,1.2,0.4,2.3,2.6,13.8
Danny Ainge,28,17,17,670,3.8,9.9,0.386,1.0,3.1,0.32799999999999996,2.8,6.8,0.413,2.0,2.3,0.8809999999999999,0.8,2.0,2.8,5.9,0.5,0.1,2.2,3.4,10.6
Robert Parish,34,17,17,626,5.8,10.8,0.532,0.0,0.0,,5.8,10.8,0.532,2.9,3.5,0.82,2.9,6.7,9.7,1.2,0.6,1.1,2.2,2.4,14.4
Jim Paxson,30,15,0,188,3.3,11.3,0.28800000000000003,0.0,0.4,0.0,3.3,10.9,0.298,3.1,3.8,0.8,0.2,1.5,1.7,2.1,1.1,0.4,2.3,3.4,9.6
Mark Acres,25,17,0,158,3.2,5.9,0.5379999999999999,0.0,0.0,,3.2,5.9,0.5379999999999999,2.1,4.1,0.5,3.2,5.0,8.2,0.5,0.2,0.2,1.4,7.5,8.4
Fred Roberts,27,15,0,100,4.0,7.6,0.524,0.0,0.0,,4.0,7.6,0.524,2.5,4.0,0.636,2.9,2.9,5.8,1.1,1.1,0.0,2.2,7.2,10.4
Artis Gilmore,38,14,0,86,1.7,3.3,0.5,0.0,0.0,,1.7,3.3,0.5,2.9,5.9,0.5,1.7,6.7,8.4,0.4,0.0,1.7,1.7,5.9,6.3
Reggie Lewis,22,12,0,70,6.7,17.5,0.382,0.0,0.5,0.0,6.7,17.0,0.39399999999999996,1.5,2.6,0.6,4.6,3.6,8.2,2.1,1.5,1.0,0.0,6.7,14.9
Dirk Minniefield,27,11,0,50,4.3,10.1,0.429,1.4,2.9,0.5,2.9,7.2,0.4,1.4,1.4,1.0,0.7,0.7,1.4,7.9,1.4,0.0,7.2,9.4,11.5
Brad Lohaus,23,9,0,26,11.1,15.2,0.727,0.0,2.8,0.0,11.1,12.5,0.889,0.0,0.0,,1.4,4.2,5.5,0.0,0.0,1.4,1.4,5.5,22.2
