PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Rolando Blackman,28,17,17,672,6.8,14.0,0.483,0.0,0.2,0.0,6.8,13.8,0.488,2.9,3.3,0.887,1.4,1.6,2.9,4.1,0.8,0.2,1.3,1.5,16.4
Derek Harper,26,17,17,602,5.3,12.1,0.441,0.5,2.2,0.25,4.8,9.9,0.48200000000000004,2.6,3.5,0.7290000000000001,0.7,1.9,2.6,7.2,1.9,0.3,1.9,2.6,13.8
Sam Perkins,26,17,17,572,5.5,12.3,0.451,0.1,0.4,0.14300000000000002,5.5,11.8,0.46299999999999997,3.3,4.2,0.8029999999999999,2.5,4.6,7.0,2.0,1.6,1.1,1.9,3.2,14.5
Roy Tarpley,23,17,0,563,8.0,15.4,0.519,0.0,0.2,0.0,8.0,15.2,0.525,3.5,4.7,0.74,5.6,8.4,14.0,1.9,1.3,1.7,2.0,4.4,19.4
Mark Aguirre,28,17,17,558,9.5,19.0,0.5,0.8,2.2,0.382,8.6,16.8,0.515,3.9,5.5,0.698,2.2,4.3,6.5,3.6,0.9,0.6,2.6,3.2,23.7
James Donaldson,30,17,17,499,4.9,7.5,0.654,0.0,0.0,,4.9,7.5,0.654,1.6,2.7,0.595,3.4,7.1,10.5,0.9,0.5,1.1,2.1,3.0,11.4
Brad Davis,32,17,0,295,5.1,8.5,0.6,0.1,0.6,0.2,5.0,7.9,0.631,2.9,3.2,0.9229999999999999,0.1,2.3,2.4,6.7,0.4,0.6,3.5,4.1,13.3
Detlef Schrempf,25,15,0,274,5.3,11.3,0.465,0.1,0.4,0.33299999999999996,5.1,10.9,0.47,4.7,6.7,0.706,3.3,3.9,7.2,3.2,1.1,0.9,2.8,3.8,15.4
Bill Wennington,24,6,0,14,0.0,10.3,0.0,0.0,0.0,,0.0,10.3,0.0,0.0,0.0,,7.7,2.6,10.3,2.6,2.6,0.0,2.6,12.9,0.0
Steve Alford,23,4,0,12,9.0,24.0,0.375,0.0,6.0,0.0,9.0,18.0,0.5,0.0,0.0,,3.0,3.0,6.0,6.0,0.0,0.0,3.0,0.0,18.0
Jim Farmer,23,3,0,11,6.5,19.6,0.33299999999999996,0.0,0.0,,6.5,19.6,0.33299999999999996,0.0,0.0,,9.8,3.3,13.1,3.3,0.0,0.0,6.5,6.5,13.1
Uwe Blab,25,3,0,8,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,0.0,9.0,9.0,1.0,4.5,0.0,4.5,4.5,0.0,0.0,4.5,4.5,9.0
