PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Chris Paul,25,6,250,28.9,0.67,0.247,0.636,1.6,18.6,10.3,53.5,2.5,0.0,18.2,24.1,,1.1,0.1,1.3,0.242,,8.0,2.5,10.5,0.8
Trevor Ariza,25,6,241,15.1,0.491,0.247,0.259,3.9,16.7,10.4,15.4,1.9,1.0,6.9,21.1,,0.2,0.1,0.3,0.051,,1.2,1.1,2.3,0.3
Carl Landry,27,6,213,14.4,0.5670000000000001,0.0,0.529,6.9,11.2,9.1,5.2,1.1,1.1,12.5,22.5,,0.3,0.0,0.3,0.066,,-0.4,-0.8,-1.2,0.0
Emeka Okafor,28,6,188,9.2,0.614,0.0,0.355,12.0,10.7,11.3,0.0,1.8,2.6,25.1,12.7,,0.0,0.0,0.1,0.016,,-3.4,-0.4,-3.8,-0.1
Marco Belinelli,24,6,173,6.5,0.44799999999999995,0.413,0.063,0.0,3.6,1.9,4.2,1.6,0.0,5.8,19.9,,-0.2,-0.1,-0.3,-0.07,,-2.4,-2.1,-4.6,-0.1
Jarrett Jack,27,6,111,8.5,0.426,0.147,0.47100000000000003,1.2,15.9,8.7,20.3,0.5,0.7,16.3,22.1,,-0.2,0.0,-0.2,-0.08800000000000001,,-3.0,-2.0,-5.1,-0.1
Aaron Gray,26,6,87,9.6,0.636,0.0,0.615,4.6,26.0,15.6,4.0,1.3,1.9,23.2,12.4,,0.0,0.1,0.1,0.034,,-3.3,1.6,-1.7,0.0
Willie Green,29,6,84,6.1,0.435,0.25,0.19399999999999998,1.6,6.0,3.8,9.2,1.3,0.0,7.1,25.0,,-0.1,0.0,-0.2,-0.09,,-4.7,-2.0,-6.7,-0.1
Jason Smith,24,6,58,6.3,0.467,0.0,0.0,2.3,13.0,7.8,3.1,1.9,0.0,0.0,12.9,,0.0,0.0,0.0,0.013000000000000001,,-4.6,0.0,-4.6,0.0
Didier Ilunga-Mbenga,30,5,26,16.3,0.868,0.0,1.0,10.2,14.5,12.4,6.3,4.3,9.3,25.8,7.5,,0.1,0.0,0.1,0.172,,-2.2,7.9,5.7,0.1
Quincy Pondexter,22,3,9,-10.0,0.16699999999999998,0.5,0.0,0.0,14.0,7.2,19.4,0.0,0.0,0.0,33.3,,-0.1,0.0,-0.1,-0.488,,-13.6,-7.8,-21.3,0.0
Patrick Ewing,26,2,2,75.9,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,,0.0,0.0,0.0,0.34600000000000003,,43.6,6.3,49.9,0.0
