SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
2011,14,LAL,Pau Gasol,30,10,358,17.3,0.5,0.02,0.4,10.5,17.2,13.6,17.9,0.6,4.2,11.4,19.7,,0.6,0.2,0.9,0.12,,1.6,0.3,1.9,0.4
2011,14,LAL,Kobe Bryant,32,10,354,20.6,0.54,0.22,0.33,2.7,9.8,6.0,19.1,2.5,0.8,12.7,32.7,,0.5,0.2,0.7,0.1,,4.0,-0.5,3.4,0.5
2011,14,LAL,Derek Fisher,36,10,325,12.4,0.54,0.25,0.31,0.4,10.7,5.2,17.5,2.4,0.5,9.5,12.3,,0.5,0.2,0.7,0.1,,-0.9,2.4,1.5,0.3
2011,14,LAL,Andrew Bynum,23,10,320,20.6,0.6,0.0,0.34,13.2,25.1,18.8,4.6,0.9,3.9,14.2,20.9,,0.7,0.3,1.0,0.15,,1.4,-0.6,0.8,0.2
2011,14,LAL,Metta World Peace,31,9,287,15.3,0.54,0.35,0.27,7.0,11.2,8.9,11.6,1.9,2.2,9.3,16.1,,0.5,0.2,0.7,0.12,,1.4,1.6,3.0,0.4
2011,14,LAL,Lamar Odom,31,10,286,15.5,0.53,0.2,0.39,5.3,24.3,14.2,13.0,0.4,1.2,11.6,21.5,,0.4,0.1,0.5,0.09,,0.8,-0.8,0.1,0.2
2011,14,LAL,Shannon Brown,25,10,166,14.5,0.54,0.41,0.23,3.5,11.3,7.2,7.6,2.0,1.1,11.8,21.8,,0.1,0.1,0.2,0.06,,0.3,-0.2,0.1,0.1
2011,14,LAL,Steve Blake,30,9,145,8.0,0.44,0.78,0.0,0.8,12.0,6.0,20.4,1.9,0.0,17.9,9.2,,0.0,0.1,0.1,0.03,,-1.3,1.3,0.0,0.1
2011,14,LAL,Matt Barnes,30,10,131,9.7,0.44,0.32,0.18,9.9,17.4,13.4,6.3,3.0,1.4,12.7,17.1,,0.0,0.1,0.1,0.04,,-3.6,0.2,-3.5,0.0
2011,14,LAL,Trey Johnson,26,3,12,3.2,0.26,0.2,0.4,9.8,33.4,20.8,13.0,0.0,0.0,0.0,23.3,,0.0,0.0,0.0,-0.1,,-7.1,-3.4,-10.5,0.0
2011,14,LAL,Joe Smith,35,5,11,-5.9,0.0,0.0,0.0,10.7,0.0,5.7,0.0,0.0,0.0,0.0,8.6,,0.0,0.0,0.0,-0.16,,-8.0,-6.2,-14.1,0.0
2011,14,LAL,Luke Walton,30,1,4,-46.7,0.0,1.0,0.0,0.0,33.4,15.6,0.0,0.0,0.0,50.0,47.5,,-0.1,0.0,-0.1,-1.3,,-31.0,-15.4,-46.4,0.0
2011,14,LAL,Theo Ratliff,37,1,1,15.7,,,,0.0,100.0,62.5,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.14,,3.4,3.6,7.0,0.0
