Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2008,21,1106,SEA,Seattle Supersonics,21.0,NBA,SF,80.0,2253.0,9.8,0.49,0.1,0.32,4.9,13.4,9.2,8.2,1.0,1.6,15.6,19.4,,-1.3,1.5,0.2,0.0,,-3.4,-0.6,-4.1,-1.2
2009,21,1106,OKC,Oklahoma City Thunder,22.0,NBA,PF,78.0,2873.0,13.9,0.54,0.23,0.29,4.7,16.3,10.4,9.1,1.4,0.8,12.6,21.2,,1.8,2.4,4.2,0.07,,-0.6,-0.6,-1.2,0.6
2010,21,1106,OKC,Oklahoma City Thunder,23.0,NBA,PF,82.0,3043.0,13.8,0.53,0.29,0.21,4.3,13.9,9.2,7.2,1.8,1.8,10.4,19.2,,2.5,4.2,6.6,0.1,,-0.4,0.6,0.2,1.7
2011,31,1106,TOT,Total After Trade,24.0,NBA,"PF,SF",75.0,2427.0,12.9,0.54,0.26,0.3,3.7,13.5,8.8,7.2,1.1,1.1,9.6,19.5,,2.4,2.4,4.8,0.1,,-0.6,-0.5,-1.1,0.5
2011,21,1106,OKC,Oklahoma City Thunder,24.0,NBA,PF,49.0,1815.0,12.9,0.53,0.3,0.29,3.8,13.5,8.8,7.9,1.1,0.8,9.8,19.3,,1.9,1.4,3.3,0.09,,-0.3,-0.9,-1.2,0.3
2011,2,1106,BOS,Boston Celtics,24.0,NBA,SF,26.0,612.0,12.9,0.55,0.13,0.31,3.4,13.3,8.6,5.1,1.1,2.0,9.1,19.8,,0.5,1.0,1.5,0.12,,-1.5,0.8,-0.7,0.2
2013,2,1106,BOS,Boston Celtics,26.0,NBA,PF,81.0,2252.0,15.0,0.56,0.23,0.33,3.0,13.4,8.3,9.6,1.3,2.4,12.5,22.2,,1.9,2.8,4.7,0.1,,-0.2,-0.1,-0.3,1.0
2014,2,1106,BOS,Boston Celtics,27.0,NBA,SF,82.0,2805.0,13.1,0.52,0.34,0.3,2.1,13.6,7.7,8.4,1.0,1.3,11.1,23.6,,1.3,2.0,3.3,0.06,,-0.2,-1.3,-1.5,0.3
2015,31,1106,TOT,Total After Trade,28.0,NBA,SF,78.0,2454.0,14.4,0.53,0.3,0.3,2.9,12.1,7.5,8.8,1.1,1.1,9.0,21.9,,2.7,2.4,5.2,0.1,,0.5,-0.7,-0.2,1.2
2015,2,1106,BOS,Boston Celtics,28.0,NBA,SF,33.0,1093.0,14.6,0.54,0.32,0.3,2.1,12.2,7.1,7.9,1.2,0.9,9.4,23.8,,1.0,1.0,2.0,0.09,,0.2,-1.3,-1.1,0.3
2015,15,1106,MEM,Memphis Grizzlies,28.0,NBA,SF,45.0,1361.0,14.2,0.53,0.28,0.29,3.6,12.0,7.8,9.5,1.0,1.3,8.6,20.5,,1.7,1.5,3.1,0.11,,0.8,-0.2,0.6,0.9
2016,31,1106,TOT,Total After Trade,29.0,NBA,SF,80.0,2253.0,13.0,0.51,0.26,0.27,3.6,13.3,8.3,10.0,1.3,1.5,9.2,20.2,,1.3,1.7,3.1,0.06,,-0.8,-0.9,-1.8,0.1
2016,15,1106,MEM,Memphis Grizzlies,29.0,NBA,SF,53.0,1544.0,13.4,0.52,0.24,0.28,3.9,14.4,8.9,10.5,1.3,1.1,9.9,20.2,,1.2,1.0,2.2,0.07,,-0.4,-1.0,-1.4,0.2
2016,13,1106,LAC,Los Angeles Clippers,29.0,NBA,SF,27.0,709.0,12.0,0.5,0.29,0.24,3.0,10.9,7.0,8.9,1.3,2.3,7.5,20.4,,0.1,0.8,0.9,0.06,,-1.8,-0.7,-2.5,-0.1
2017,22,1106,ORL,Orlando Magic,30.0,NBA,PF,69.0,1534.0,10.5,0.5,0.35,0.3,2.7,12.8,7.6,8.1,1.2,0.7,10.6,20.3,,-0.2,0.9,0.7,0.02,,-2.4,-1.2,-3.6,-0.6
2018,6,1106,CLE,Cleveland Cavaliers,31.0,NBA,PF,78.0,1828.0,14.8,0.59,0.28,0.38,3.7,11.2,7.6,8.0,1.1,1.6,9.4,19.3,,3.1,0.8,3.9,0.1,,-0.3,-1.5,-1.8,0.1
2019,30,1106,WAS,Washington Wizards,32.0,NBA,PF,77.0,2097.0,13.6,0.61,0.47,0.3,2.9,13.3,8.0,9.2,1.0,1.6,11.5,17.8,,2.8,0.8,3.6,0.08,,0.0,-1.4,-1.4,0.3
2020,31,1106,TOT,Total After Trade,33.0,NBA,"C,PF",48.0,960.0,13.7,0.59,0.53,0.26,2.7,12.0,7.5,7.9,1.3,1.7,9.9,19.0,,1.2,0.9,2.1,0.1,,0.0,-0.1,-0.1,0.5
2020,29,1106,UTA,Utah Jazz,33.0,NBA,PF,30.0,553.0,10.0,0.52,0.53,0.32,2.9,12.9,8.1,5.2,1.1,1.5,10.8,19.7,,0.0,0.5,0.5,0.05,,-1.9,-0.2,-2.1,0.0
2020,11,1106,HOU,Houston Rockets,33.0,NBA,C,18.0,407.0,18.6,0.68,0.53,0.19,2.6,10.9,6.7,11.5,1.6,1.9,8.5,17.9,,1.2,0.4,1.5,0.18,,2.5,0.1,2.6,0.5
2021,3,1106,BRK,Brooklyn Nets,34.0,NBA,PF,18.0,435.0,11.4,0.74,0.57,0.14,1.9,12.2,7.3,6.3,1.1,0.6,13.4,11.0,,0.7,0.2,0.9,0.1,,-0.5,-0.5,-1.0,0.1
