Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,10,2447,GSW,Golden State Warriors,Mitch Richmond,"June 30, 1965",23.0,NBA,SG,79.0,79.0,2717.0,8.6,18.4,0.47,0.4,1.2,0.37,8.2,17.2,0.48,5.4,6.7,0.81,2.1,4.1,6.2,4.4,1.1,0.2,3.6,3.0,23.1
1990,10,2447,GSW,Golden State Warriors,Mitch Richmond,"June 30, 1965",24.0,NBA,SG,78.0,78.0,2799.0,8.2,16.6,0.5,0.4,1.2,0.36,7.8,15.3,0.51,5.2,6.0,0.87,1.3,3.4,4.6,2.9,1.3,0.3,2.6,2.7,22.1
1991,10,2447,GSW,Golden State Warriors,Mitch Richmond,"June 30, 1965",25.0,NBA,SG,77.0,77.0,3027.0,8.4,16.9,0.49,0.5,1.4,0.35,7.9,15.6,0.51,4.7,5.5,0.85,1.7,3.6,5.4,2.8,1.5,0.4,2.7,2.5,21.9
1992,26,2447,SAC,Sacramento Kings,Mitch Richmond,"June 30, 1965",26.0,NBA,SG,80.0,80.0,3095.0,8.0,17.0,0.47,1.2,3.1,0.38,6.8,13.9,0.49,3.8,4.7,0.81,0.7,3.0,3.7,4.8,1.1,0.4,2.9,2.7,21.0
1993,26,2447,SAC,Sacramento Kings,Mitch Richmond,"June 30, 1965",27.0,NBA,SG,45.0,45.0,1728.0,7.7,16.3,0.47,1.0,2.7,0.37,6.7,13.6,0.5,4.1,4.9,0.84,0.4,2.8,3.2,4.6,1.1,0.2,2.7,2.9,20.6
1994,26,2447,SAC,Sacramento Kings,Mitch Richmond,"June 30, 1965",28.0,NBA,SG,78.0,78.0,2897.0,7.9,17.7,0.44,1.6,3.9,0.41,6.3,13.9,0.46,5.3,6.4,0.83,0.9,2.7,3.6,3.9,1.3,0.2,2.7,2.6,22.7
1995,26,2447,SAC,Sacramento Kings,Mitch Richmond,"June 30, 1965",29.0,NBA,SG,82.0,82.0,3172.0,7.6,17.0,0.45,1.8,4.8,0.37,5.8,12.2,0.48,4.3,5.1,0.84,0.8,3.3,4.1,3.5,1.0,0.3,2.7,2.6,21.2
1996,26,2447,SAC,Sacramento Kings,Mitch Richmond,"June 30, 1965",30.0,NBA,SG,81.0,81.0,2946.0,7.5,16.7,0.45,2.7,6.3,0.44,4.7,10.4,0.45,5.2,6.0,0.87,0.7,2.6,3.3,3.1,1.5,0.2,2.7,2.8,22.9
1997,26,2447,SAC,Sacramento Kings,Mitch Richmond,"June 30, 1965",31.0,NBA,SG,81.0,81.0,3125.0,8.3,18.2,0.45,2.4,5.5,0.43,5.9,12.7,0.47,5.3,6.1,0.86,0.7,3.0,3.7,3.9,1.4,0.3,2.7,2.4,24.1
1998,26,2447,SAC,Sacramento Kings,Mitch Richmond,"June 30, 1965",32.0,NBA,SG,70.0,70.0,2569.0,7.6,17.1,0.44,1.8,4.7,0.39,5.8,12.4,0.47,5.7,6.6,0.86,0.7,2.5,3.2,3.9,1.2,0.2,2.5,2.2,22.7
1999,30,2447,WAS,Washington Wizards,Mitch Richmond,"June 30, 1965",33.0,NBA,SG,50.0,50.0,1912.0,6.2,15.1,0.41,1.3,4.2,0.32,4.9,11.0,0.45,4.7,5.5,0.86,0.6,2.7,3.2,2.3,1.2,0.2,2.6,2.3,18.5
2000,30,2447,WAS,Washington Wizards,Mitch Richmond,"June 30, 1965",34.0,NBA,SG,74.0,69.0,2397.0,6.7,15.8,0.43,1.4,3.6,0.39,5.3,12.1,0.44,4.5,5.1,0.88,0.6,2.6,3.2,2.8,1.7,0.2,2.3,2.9,19.3
2001,30,2447,WAS,Washington Wizards,Mitch Richmond,"June 30, 1965",35.0,NBA,SG,37.0,30.0,1216.0,6.1,14.9,0.41,1.3,3.9,0.34,4.7,11.0,0.43,4.2,4.7,0.89,0.4,2.8,3.2,3.3,1.3,0.2,2.5,2.5,17.7
2002,14,2447,LAL,Los Angeles Lakers,Mitch Richmond,"June 30, 1965",36.0,NBA,SG,64.0,2.0,709.0,5.1,12.5,0.4,0.9,3.1,0.29,4.2,9.4,0.44,2.1,2.2,0.96,0.7,4.1,4.8,2.9,0.9,0.3,2.0,3.1,13.2
