Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999,5,1534,CHI,Chicago Bulls,Charles Rahmel Jones,1975-07-17,23.0,NBA,SG,29.0,5.0,476.0,2.9,9.3,0.32,1.4,4.6,0.31,1.5,4.7,0.32,0.8,1.7,0.5,0.7,2.5,3.2,3.1,1.4,0.4,2.2,2.3,8.2
2000,13,1534,LAC,Los Angeles Clippers,Charles Rahmel Jones,1975-07-17,24.0,NBA,PG,56.0,0.0,662.0,3.6,10.9,0.33,2.1,6.4,0.33,1.5,4.5,0.32,0.9,1.3,0.74,0.9,2.4,3.4,5.1,1.6,0.3,1.5,2.5,10.2
