Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2001,21.0,SAC,NBA,SF,74.0,7.0,1245.0,138.0,335.0,0.412,28.0,86.0,0.326,110.0,249.0,0.442,0.454,87.0,112.0,0.777,49.0,161.0,210.0,69.0,52.0,24.0,55.0,139.0,391.0,,0.0
2002,22.0,SAC,NBA,SF,80.0,10.0,1970.0,290.0,687.0,0.422,63.0,171.0,0.368,227.0,516.0,0.44,0.468,167.0,230.0,0.726,63.0,300.0,363.0,163.0,57.0,31.0,81.0,184.0,810.0,,0.0
2003,23.0,SAC,NBA,SF,67.0,11.0,1175.0,165.0,391.0,0.422,29.0,78.0,0.372,136.0,313.0,0.435,0.459,88.0,110.0,0.8,35.0,153.0,188.0,87.0,25.0,12.0,50.0,125.0,447.0,,0.0
2004,24.0,SAS,NBA,SF,80.0,44.0,2073.0,262.0,645.0,0.406,101.0,241.0,0.419,161.0,404.0,0.399,0.484,114.0,161.0,0.708,52.0,306.0,358.0,154.0,80.0,32.0,94.0,165.0,739.0,,0.0
2005,25.0,ORL,NBA,SF,67.0,11.0,1757.0,328.0,782.0,0.419,93.0,245.0,0.38,235.0,537.0,0.438,0.479,188.0,225.0,0.836,62.0,171.0,233.0,153.0,41.0,18.0,119.0,140.0,937.0,,0.0
2006,26.0,ORL,NBA,SF,78.0,59.0,2615.0,398.0,877.0,0.454,114.0,283.0,0.403,284.0,594.0,0.478,0.519,255.0,296.0,0.861,70.0,263.0,333.0,216.0,70.0,21.0,130.0,234.0,1165.0,,0.0
2007,27.0,ORL,NBA,SF,73.0,73.0,2268.0,345.0,823.0,0.419,109.0,281.0,0.388,236.0,542.0,0.435,0.485,171.0,219.0,0.781,57.0,236.0,293.0,233.0,70.0,16.0,143.0,221.0,970.0,,0.0
2008,28.0,ORL,NBA,SF,82.0,82.0,3026.0,556.0,1219.0,0.456,166.0,415.0,0.4,390.0,804.0,0.485,0.524,324.0,391.0,0.829,83.0,388.0,471.0,409.0,74.0,25.0,246.0,244.0,1602.0,,2.0
2009,29.0,ORL,NBA,SF,77.0,77.0,2815.0,423.0,1025.0,0.413,134.0,376.0,0.356,289.0,649.0,0.445,0.478,314.0,389.0,0.807,45.0,365.0,410.0,375.0,64.0,19.0,204.0,218.0,1294.0,,0.0
2010,30.0,TOR,NBA,SF,74.0,69.0,2272.0,276.0,674.0,0.409,108.0,289.0,0.374,168.0,385.0,0.436,0.49,175.0,226.0,0.774,42.0,301.0,343.0,304.0,55.0,32.0,125.0,220.0,835.0,,0.0
2011,31.0,TOT,NBA,"PF,SF",81.0,72.0,2540.0,322.0,722.0,0.446,127.0,310.0,0.41,195.0,412.0,0.473,0.534,106.0,156.0,0.679,45.0,311.0,356.0,343.0,72.0,34.0,132.0,247.0,877.0,,1.0
2011,31.0,PHO,NBA,PF,25.0,16.0,630.0,85.0,193.0,0.44,41.0,97.0,0.423,44.0,96.0,0.458,0.547,26.0,36.0,0.722,20.0,80.0,100.0,58.0,18.0,14.0,31.0,77.0,237.0,,0.0
2011,31.0,ORL,NBA,SF,56.0,56.0,1910.0,237.0,529.0,0.448,86.0,213.0,0.404,151.0,316.0,0.478,0.529,80.0,120.0,0.667,25.0,231.0,256.0,285.0,54.0,20.0,101.0,170.0,640.0,,1.0
2012,32.0,ORL,NBA,SF,53.0,53.0,1653.0,209.0,504.0,0.415,91.0,258.0,0.353,118.0,246.0,0.48,0.505,67.0,95.0,0.705,24.0,175.0,199.0,233.0,45.0,17.0,142.0,139.0,576.0,,0.0
2013,33.0,ORL,NBA,SF,11.0,1.0,189.0,14.0,53.0,0.264,1.0,24.0,0.042,13.0,29.0,0.448,0.274,3.0,6.0,0.5,4.0,22.0,26.0,23.0,7.0,1.0,12.0,11.0,32.0,,0.0
2014,34.0,LAC,NBA,SF,38.0,0.0,392.0,42.0,109.0,0.385,22.0,50.0,0.44,20.0,59.0,0.339,0.486,9.0,18.0,0.5,11.0,78.0,89.0,33.0,19.0,10.0,16.0,50.0,115.0,,0.0
2015,35.0,LAC,NBA,SF,62.0,2.0,705.0,83.0,188.0,0.441,60.0,139.0,0.432,23.0,49.0,0.469,0.601,6.0,11.0,0.545,5.0,94.0,99.0,37.0,19.0,7.0,29.0,66.0,232.0,,0.0
