PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jamal Crawford,35,6,1,33.2,6.5,17.2,0.379,0.7,3.5,0.19,5.8,13.7,0.42700000000000005,0.39799999999999996,3.7,4.2,0.88,0.3,1.8,2.2,2.2,1.7,0.0,1.5,1.5,17.3
DeAndre Jordan,27,6,6,33.0,4.0,6.3,0.632,0.0,0.0,,4.0,6.3,0.632,0.632,3.7,9.8,0.373,5.0,11.3,16.3,1.8,1.2,2.7,1.2,2.8,11.7
Blake Griffin,26,4,4,31.8,5.0,13.3,0.377,0.3,0.5,0.5,4.8,12.8,0.373,0.387,4.8,6.3,0.76,1.8,7.0,8.8,4.0,0.8,0.5,2.3,2.3,15.0
Chris Paul,30,4,4,31.3,9.3,19.0,0.48700000000000004,1.5,5.0,0.3,7.8,14.0,0.5539999999999999,0.526,3.8,3.8,1.0,1.0,3.0,4.0,7.3,2.3,0.0,1.0,3.0,23.8
J.J. Redick,31,6,6,27.7,5.7,13.2,0.43,1.8,5.2,0.355,3.8,8.0,0.479,0.5,0.3,0.5,0.667,0.2,1.8,2.0,0.8,0.2,0.2,0.8,1.8,13.5
Jeff Green,29,6,1,26.5,3.5,7.7,0.457,0.7,1.7,0.4,2.8,6.0,0.47200000000000003,0.5,2.5,4.2,0.6,0.5,2.7,3.2,0.7,1.0,0.3,0.5,2.0,10.2
Austin Rivers,23,6,2,24.0,4.3,10.2,0.426,0.7,2.8,0.235,3.7,7.3,0.5,0.45899999999999996,1.0,1.5,0.667,0.7,2.0,2.7,2.7,0.5,0.0,1.2,2.0,10.3
Luc Mbah a Moute,29,5,5,15.6,0.8,1.2,0.667,0.0,0.0,,0.8,1.2,0.667,0.667,0.2,0.2,1.0,0.4,1.6,2.0,0.2,0.6,0.0,0.4,1.8,1.8
Cole Aldrich,27,6,0,12.8,1.7,2.5,0.667,0.0,0.0,,1.7,2.5,0.667,0.667,0.5,1.0,0.5,1.3,3.7,5.0,0.5,1.0,0.5,0.3,1.8,3.8
Wesley Johnson,28,6,0,12.8,0.8,2.3,0.35700000000000004,0.5,1.5,0.33299999999999996,0.3,0.8,0.4,0.46399999999999997,0.5,0.5,1.0,0.8,2.2,3.0,0.3,0.2,0.7,0.3,1.0,2.7
Paul Pierce,38,5,1,10.8,0.4,2.4,0.16699999999999998,0.2,1.0,0.2,0.2,1.4,0.14300000000000002,0.20800000000000002,0.2,0.8,0.25,0.0,1.2,1.2,0.2,0.4,0.0,0.4,1.2,1.2
Pablo Prigioni,38,5,0,5.2,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,,0.4,0.2,0.6,1.4,0.0,0.0,0.6,1.6,0.0
C.J. Wilcox,25,2,0,3.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0
Jeff Ayres,28,2,0,1.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
