PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Isaiah Thomas,26,6,6,36.7,7.8,19.8,0.395,2.2,7.7,0.28300000000000003,5.7,12.2,0.466,0.45,6.3,7.8,0.809,0.3,2.7,3.0,5.0,0.7,0.8,2.3,3.0,24.2
Evan Turner,27,6,4,35.7,5.2,14.2,0.365,0.5,2.3,0.214,4.7,11.8,0.39399999999999996,0.382,2.3,3.0,0.778,1.3,4.3,5.7,4.5,1.3,1.0,2.8,3.2,13.2
Avery Bradley,25,1,1,33.0,7.0,16.0,0.43799999999999994,1.0,7.0,0.14300000000000002,6.0,9.0,0.667,0.469,3.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,18.0
Jae Crowder,25,6,6,32.8,3.3,12.0,0.278,1.7,6.8,0.244,1.7,5.2,0.32299999999999995,0.34700000000000003,1.2,1.8,0.636,0.8,5.7,6.5,2.2,1.5,0.5,1.2,2.8,9.5
Marcus Smart,21,6,1,32.2,3.7,10.0,0.36700000000000005,1.8,5.3,0.344,1.8,4.7,0.39299999999999996,0.45799999999999996,2.8,3.5,0.81,1.3,3.2,4.5,3.0,1.7,0.8,2.5,2.8,12.0
Jonas Jerebko,28,6,4,27.0,3.7,7.7,0.478,1.2,3.7,0.318,2.5,4.0,0.625,0.5539999999999999,0.7,0.8,0.8,1.2,5.7,6.8,1.7,0.3,0.7,0.8,2.5,9.2
Amir Johnson,28,6,6,22.3,3.7,5.5,0.667,0.0,0.3,0.0,3.7,5.2,0.71,0.667,1.2,1.5,0.778,1.8,5.3,7.2,0.7,0.2,1.3,1.7,2.2,8.5
Terry Rozier,21,5,0,19.8,1.8,4.6,0.391,0.8,2.2,0.364,1.0,2.4,0.41700000000000004,0.478,0.4,0.4,1.0,0.6,2.8,3.4,1.2,0.2,0.6,0.4,1.0,4.8
Jared Sullinger,23,6,2,13.5,2.2,7.0,0.31,0.3,0.7,0.5,1.8,6.3,0.289,0.33299999999999996,0.5,0.7,0.75,1.7,2.8,4.5,1.2,0.2,0.0,1.0,2.7,5.2
Tyler Zeller,26,3,0,12.7,2.3,5.0,0.467,0.0,0.0,,2.3,5.0,0.467,0.467,1.3,2.0,0.667,1.3,3.7,5.0,0.7,0.0,0.7,0.7,0.3,6.0
R.J. Hunter,22,5,0,8.2,0.4,1.8,0.222,0.2,1.0,0.2,0.2,0.8,0.25,0.278,0.0,0.0,,0.2,1.0,1.2,0.6,0.0,0.2,0.2,0.6,1.0
Kelly Olynyk,24,4,0,8.0,0.3,2.3,0.111,0.0,0.8,0.0,0.3,1.5,0.16699999999999998,0.111,0.0,0.0,,0.5,0.5,1.0,0.8,0.3,0.0,1.0,1.3,0.5
Jordan Mickey,21,2,0,5.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,2.0
James Young,20,3,0,3.3,0.3,1.0,0.33299999999999996,0.0,0.3,0.0,0.3,0.7,0.5,0.33299999999999996,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7
John Holland,27,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
