PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Walter Davis,28,3,,113,12.5,28.8,0.435,0.4,0.8,0.5,12.1,28.0,0.433,7.1,8.8,0.81,2.1,4.2,6.3,5.4,2.5,2.1,2.1,2.5,32.6,,109.0,106
Dennis Johnson,28,3,,108,9.6,21.0,0.45799999999999996,0.0,0.4,0.0,9.6,20.5,0.46799999999999997,4.4,5.2,0.833,2.6,7.4,10.1,7.4,2.2,0.9,3.5,3.9,23.6,,105.0,106
Larry Nance,23,3,,103,6.4,16.0,0.4,0.0,0.0,,6.4,16.0,0.4,3.7,4.6,0.8,4.6,6.9,11.5,1.4,1.4,2.7,2.7,5.5,16.5,,96.0,106
Alvan Adams,28,3,,84,8.4,18.0,0.469,0.0,0.0,,8.4,18.0,0.469,2.8,3.9,0.7140000000000001,1.7,8.4,10.1,7.9,1.1,2.8,2.8,8.4,19.7,,105.0,106
Kyle Macy,25,3,,72,9.8,22.9,0.429,0.0,2.0,0.0,9.8,21.0,0.469,3.3,4.6,0.7140000000000001,1.3,3.9,5.2,5.9,0.7,0.0,0.7,3.9,22.9,,108.0,112
Alvin Scott,27,3,,62,4.6,9.9,0.462,0.0,0.0,,4.6,9.9,0.462,1.5,1.5,1.0,3.0,6.1,9.1,3.8,1.5,3.8,3.0,4.6,10.7,,97.0,105
Maurice Lucas,30,2,,57,9.9,17.4,0.5710000000000001,0.0,0.0,,9.9,17.4,0.5710000000000001,1.7,3.3,0.5,4.1,5.8,9.9,6.6,2.5,0.0,3.3,4.1,21.5,,111.0,108
James Edwards,27,3,,54,9.6,22.7,0.423,0.0,0.0,,9.6,22.7,0.423,5.2,5.2,1.0,5.2,10.5,15.7,3.5,0.9,0.9,4.4,6.1,24.5,,99.0,107
Johnny High,25,3,,45,5.2,11.5,0.455,0.0,1.0,0.0,5.2,10.5,0.5,0.0,2.1,0.0,7.3,3.1,10.5,6.3,3.1,1.0,1.0,7.3,10.5,,112.0,106
Rory White,23,3,,40,8.3,16.5,0.5,0.0,1.2,0.0,8.3,15.3,0.5379999999999999,2.4,4.7,0.5,1.2,10.6,11.8,0.0,0.0,0.0,1.2,4.7,18.9,,103.0,110
Joel Kramer,27,2,,6,0.0,15.7,0.0,0.0,0.0,,0.0,15.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,116
Charles Pittman,24,1,,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,116
