PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Robert Parish,29,7,,249,8.6,17.8,0.483,0.0,0.0,,8.6,17.8,0.483,3.4,4.0,0.85,4.2,10.6,14.8,1.8,1.0,1.8,3.4,3.6,20.6,,101.0,100
Cedric Maxwell,27,7,,246,5.9,11.1,0.527,0.0,0.0,,5.9,11.1,0.527,6.5,7.7,0.8420000000000001,4.7,5.7,10.3,4.7,0.8,0.8,3.9,3.6,18.2,,115.0,105
Larry Bird,26,6,,240,10.2,24.1,0.42200000000000004,0.2,0.8,0.25,10.0,23.3,0.429,5.0,6.0,0.828,4.2,11.4,15.6,8.5,2.7,0.6,3.9,3.1,25.6,,102.0,97
Danny Ainge,23,7,,201,6.9,17.9,0.389,0.5,1.2,0.4,6.5,16.6,0.38799999999999996,2.0,2.7,0.727,0.5,3.0,3.5,6.2,1.2,0.2,1.5,6.0,16.4,,97.0,106
Gerald Henderson,27,7,,187,9.3,22.7,0.41200000000000003,0.0,0.8,0.0,9.3,21.9,0.42700000000000005,1.6,1.9,0.857,2.1,1.6,3.7,8.3,2.9,0.3,3.7,6.7,20.3,,92.0,104
Kevin McHale,25,7,,177,9.6,17.5,0.5479999999999999,0.0,0.3,0.0,9.6,17.2,0.557,2.8,5.1,0.556,4.2,7.6,11.8,1.4,0.8,2.0,2.8,4.5,22.0,,106.0,102
Tiny Archibald,34,7,,161,6.8,21.1,0.324,0.3,1.9,0.16699999999999998,6.5,19.2,0.33899999999999997,6.8,9.0,0.759,0.9,2.2,3.1,13.6,0.6,0.0,3.4,3.7,20.8,,97.0,108
Quinn Buckner,28,7,,98,8.1,18.8,0.43200000000000005,0.0,1.0,0.0,8.1,17.8,0.457,0.0,1.0,0.0,0.5,4.6,5.1,1.0,0.5,0.0,2.5,9.2,16.3,,79.0,106
Scott Wedman,30,6,,66,10.6,18.1,0.583,0.0,1.5,0.0,10.6,16.6,0.636,0.8,1.5,0.5,2.3,8.3,10.6,0.0,0.8,0.0,3.0,8.3,21.9,,100.0,103
Rick Robey,27,5,,29,0.0,6.9,0.0,0.0,1.7,0.0,0.0,5.2,0.0,3.4,6.9,0.5,5.2,8.6,13.8,1.7,0.0,0.0,3.4,6.9,3.4,,53.0,105
M.L. Carr,32,3,,22,4.5,18.1,0.25,0.0,2.3,0.0,4.5,15.9,0.28600000000000003,4.5,4.5,1.0,2.3,0.0,2.3,0.0,4.5,0.0,0.0,6.8,13.6,,86.0,102
Charles Bradley,23,2,,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,111
