PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Kiki Vandeweghe,24,8,,317,12.0,22.1,0.544,0.0,0.6,0.0,12.0,21.5,0.5579999999999999,5.5,6.9,0.8,0.8,6.4,7.2,4.4,0.6,1.0,1.7,2.2,29.5,,118,112
T.R. Dunn,27,8,,300,2.6,6.0,0.439,0.0,0.0,,2.6,6.0,0.439,0.7,1.2,0.625,3.9,7.4,11.4,2.9,1.8,0.4,2.0,3.1,6.0,,98,109
Alex English,29,7,,270,10.9,24.3,0.447,0.0,0.3,0.0,10.9,24.0,0.45299999999999996,7.6,8.6,0.887,3.2,3.9,7.1,6.8,0.6,1.1,3.4,3.4,29.3,,107,113
Dan Issel,34,8,,227,13.3,26.2,0.507,0.0,0.2,0.0,13.3,26.0,0.511,4.8,5.6,0.862,2.5,8.7,11.2,4.8,1.7,1.0,1.9,3.5,31.4,,112,108
Mike Evans,27,8,,183,8.6,17.7,0.486,0.7,2.4,0.3,7.9,15.3,0.516,2.6,4.1,0.647,0.5,4.1,4.5,9.1,1.2,0.0,5.3,4.8,20.6,,93,113
Danny Schayes,23,8,,163,5.6,11.5,0.488,0.0,0.0,,5.6,11.5,0.488,4.0,4.0,1.0,3.0,7.8,10.7,3.8,0.5,1.3,4.6,6.7,15.3,,97,110
Bill Hanzlik,25,8,,157,5.6,13.9,0.4,0.0,0.6,0.0,5.6,13.4,0.41700000000000004,3.9,4.7,0.8240000000000001,0.8,6.1,7.0,5.9,1.7,1.4,3.1,7.2,15.1,,93,109
Rob Williams,21,7,,134,7.8,17.6,0.444,0.7,1.0,0.667,7.2,16.7,0.431,2.3,2.3,1.0,0.7,3.6,4.2,12.1,2.6,0.3,6.2,8.8,18.6,,90,110
Billy McKinney,27,8,,113,10.1,17.8,0.565,0.0,0.0,,10.1,17.8,0.565,3.9,7.0,0.556,1.9,3.1,5.0,7.0,0.8,0.0,2.7,5.8,24.0,,111,114
Glen Gondrezick,27,6,,66,4.6,12.6,0.368,0.0,0.0,,4.6,12.6,0.368,0.7,1.3,0.5,8.0,5.3,13.3,2.7,0.0,0.7,0.7,4.6,9.9,,105,114
Dave Robisch,33,3,,22,2.0,13.9,0.14300000000000002,0.0,0.0,,2.0,13.9,0.14300000000000002,0.0,4.0,0.0,6.0,11.9,17.9,2.0,0.0,2.0,0.0,4.0,4.0,,58,108
James Ray,25,3,,18,2.4,14.6,0.16699999999999998,0.0,0.0,,2.4,14.6,0.16699999999999998,2.4,9.7,0.25,2.4,4.9,7.3,0.0,0.0,2.4,0.0,7.3,7.3,,52,112
