PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Truck Robinson,31,6,,205,9.4,17.6,0.534,0.0,0.0,,9.4,17.6,0.534,3.9,6.8,0.5710000000000001,5.1,10.9,15.9,3.1,2.4,0.5,3.4,6.0,22.7,,108.0,102
Rory Sparrow,24,6,,202,7.3,17.4,0.423,0.2,1.2,0.2,7.1,16.2,0.439,4.2,5.1,0.81,0.7,2.4,3.2,10.3,1.7,0.0,3.2,4.4,19.1,,105.0,110
Bernard King,26,6,,184,15.1,26.1,0.5770000000000001,0.3,0.8,0.33299999999999996,14.8,25.3,0.585,7.5,9.4,0.8,2.2,4.3,6.5,3.5,0.5,0.0,2.7,4.3,37.9,,124.0,111
Bill Cartwright,25,6,,172,7.2,12.4,0.581,0.0,0.0,,7.2,12.4,0.581,4.9,6.3,0.773,2.6,7.2,9.8,1.2,0.9,2.0,5.5,7.2,19.3,,98.0,107
Paul Westphal,32,6,,156,7.0,15.8,0.44,1.0,2.5,0.375,6.0,13.3,0.452,3.2,4.1,0.769,0.0,2.5,2.5,10.8,0.6,0.6,2.9,4.1,18.1,,109.0,112
Ernie Grunfeld,27,6,,118,6.3,14.2,0.441,0.0,0.0,,6.3,14.2,0.441,7.5,8.0,0.9470000000000001,0.8,2.5,3.4,4.2,2.9,0.8,3.8,7.1,20.1,,107.0,107
Marvin Webster,30,6,,115,3.0,7.7,0.389,0.0,0.0,,3.0,7.7,0.389,6.0,9.5,0.636,5.6,6.5,12.0,1.3,0.0,3.0,1.7,7.7,12.0,,113.0,108
Louis Orr,24,6,,105,8.5,22.1,0.38299999999999995,0.0,0.0,,8.5,22.1,0.38299999999999995,4.7,4.7,1.0,3.8,6.1,9.9,1.4,2.4,1.9,3.8,4.7,21.7,,92.0,105
Trent Tucker,23,6,,85,5.2,8.7,0.6,0.6,1.2,0.5,4.7,7.6,0.615,4.1,5.8,0.7,1.2,4.1,5.2,2.9,1.2,0.0,1.2,4.1,15.1,,133.0,110
Sly Williams,25,5,,82,9.6,24.7,0.39,0.6,0.6,1.0,9.0,24.1,0.375,1.8,1.8,1.0,6.0,6.6,12.7,3.6,1.8,0.6,7.2,2.4,21.7,,81.0,107
Ed Sherod,23,4,,15,3.3,13.2,0.25,0.0,0.0,,3.3,13.2,0.25,0.0,0.0,,0.0,3.3,3.3,9.9,9.9,0.0,3.3,6.6,6.6,,69.0,93
Mike Davis,26,1,,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,116
