PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Gus Williams,29,2,,81,16.0,28.8,0.5529999999999999,0.0,1.2,0.0,16.0,27.6,0.578,8.0,9.2,0.867,2.5,1.8,4.3,4.9,3.1,0.0,3.7,3.1,39.9,,121,110
Jack Sikma,27,2,,75,7.3,20.5,0.355,0.0,0.7,0.0,7.3,19.9,0.36700000000000005,5.3,8.0,0.667,4.0,13.3,17.2,7.3,1.3,1.3,3.3,4.6,19.9,,95,106
David Thompson,28,2,,65,6.9,19.1,0.36,0.0,0.0,,6.9,19.1,0.36,4.6,7.6,0.6,0.0,0.0,0.0,5.4,0.8,0.8,3.1,5.4,18.3,,87,114
Danny Vranes,24,2,,56,5.3,15.1,0.353,0.0,0.0,,5.3,15.1,0.353,0.0,0.0,,8.0,8.9,16.9,0.9,0.0,0.9,0.9,6.2,10.6,,95,111
Lonnie Shelton,27,2,,53,3.8,21.6,0.174,0.0,2.8,0.0,3.8,18.8,0.2,1.9,4.7,0.4,12.2,7.5,19.7,4.7,0.9,0.0,1.9,6.6,9.4,,72,111
James Donaldson,25,2,,47,11.6,23.3,0.5,0.0,0.0,,11.6,23.3,0.5,2.1,3.2,0.667,5.3,12.7,18.0,2.1,0.0,3.2,0.0,4.2,25.4,,122,107
Steve Hawes,32,2,,35,7.1,14.2,0.5,0.0,0.0,,7.1,14.2,0.5,2.8,4.3,0.667,1.4,7.1,8.5,2.8,0.0,0.0,4.3,11.4,17.0,,92,113
Fred Brown,34,2,,30,3.3,14.9,0.222,0.0,0.0,,3.3,14.9,0.222,3.3,3.3,1.0,0.0,5.0,5.0,8.3,1.7,0.0,0.0,5.0,9.9,,93,111
Greg Kelser,25,2,,19,5.2,13.1,0.4,0.0,0.0,,5.2,13.1,0.4,0.0,0.0,,7.8,7.8,15.7,2.6,2.6,0.0,0.0,10.5,10.5,,114,107
Phil Smith,30,2,,19,7.8,15.7,0.5,0.0,0.0,,7.8,15.7,0.5,0.0,0.0,,0.0,7.8,7.8,2.6,0.0,0.0,5.2,2.6,15.7,,79,113
