PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Moses Malone,27,13,,524,11.9,22.2,0.536,0.0,0.1,0.0,11.9,22.1,0.5379999999999999,8.1,11.3,0.7170000000000001,6.6,12.8,19.4,1.9,1.8,2.4,3.8,3.8,31.9,,118,96
Julius Erving,32,13,,493,9.5,21.1,0.45,0.0,0.1,0.0,9.5,21.0,0.452,4.9,6.8,0.721,3.2,6.7,9.9,4.4,1.5,2.7,3.9,4.2,23.9,,102,101
Maurice Cheeks,26,13,,483,8.5,16.9,0.503,0.1,0.2,0.5,8.4,16.7,0.503,4.6,6.5,0.703,1.1,2.9,4.0,9.3,2.7,0.2,3.5,2.4,21.7,,113,104
Andrew Toney,25,12,,357,12.0,25.6,0.47,0.0,0.7,0.0,12.0,24.9,0.483,7.2,9.5,0.754,1.5,2.4,3.9,7.6,1.5,0.1,6.2,6.0,31.3,,101,106
Bobby Jones,31,12,,324,6.6,11.9,0.551,0.0,0.2,0.0,6.6,11.7,0.5579999999999999,2.6,3.0,0.85,2.9,5.9,8.8,5.2,2.3,2.7,2.7,4.4,15.7,,116,100
Clint Richardson,26,13,,319,5.7,12.9,0.446,0.0,0.0,,5.7,12.9,0.446,2.2,2.6,0.8240000000000001,2.2,3.9,6.0,3.6,2.3,0.5,2.2,5.7,13.6,,104,103
Marc Iavaroni,26,13,,283,5.1,9.1,0.5579999999999999,0.0,0.0,,5.1,9.1,0.5579999999999999,1.6,3.1,0.5,3.8,6.1,9.9,3.3,1.4,1.2,2.3,7.3,11.7,,111,102
Clemon Johnson,26,12,,202,6.1,12.0,0.51,0.0,0.0,,6.1,12.0,0.51,0.0,1.0,0.0,5.1,5.4,10.5,1.7,1.0,1.2,2.9,6.8,12.2,,97,104
Franklin Edwards,23,12,,101,6.4,15.7,0.406,0.0,0.0,,6.4,15.7,0.406,6.8,8.3,0.8240000000000001,1.0,3.4,4.4,8.3,2.4,0.0,2.9,3.4,19.6,,111,104
Reggie Johnson,25,5,,32,3.1,6.2,0.5,0.0,0.0,,3.1,6.2,0.5,3.1,3.1,1.0,0.0,0.0,0.0,4.6,1.5,0.0,4.6,7.7,9.3,,89,108
Earl Cureton,25,5,,25,2.0,7.9,0.25,0.0,0.0,,2.0,7.9,0.25,0.0,0.0,,0.0,9.9,9.9,2.0,4.0,0.0,5.9,9.9,4.0,,37,95
Mark McNamara,23,2,,2,49.4,49.4,1.0,0.0,0.0,,49.4,49.4,1.0,0.0,0.0,,0.0,24.7,24.7,0.0,0.0,0.0,0.0,0.0,98.8,,200,92
