Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1980,22.0,PHO,NBA,PG,8,,120,4.8,12.3,0.387,0.0,0.8,0.0,4.8,11.6,0.414,3.2,6.4,0.5,4.0,6.0,10.0,8.0,2.4,0.8,2.8,8.0,12.7,,98,107
1981,23.0,PHO,NBA,PG,7,,117,6.3,14.7,0.424,0.0,0.0,,6.3,14.7,0.424,4.0,6.3,0.643,4.0,4.5,8.5,2.7,2.7,0.9,2.7,10.7,16.5,,100,96
1983,25.0,PHO,NBA,SG,3,,45,5.2,11.5,0.455,0.0,1.0,0.0,5.2,10.5,0.5,0.0,2.1,0.0,7.3,3.1,10.5,6.3,3.1,1.0,1.0,7.3,10.5,,112,106
