Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2020,18,2160,MIN,Minnesota Timberwolves,Jaylen Nowell,"July 9, 1999",20.0,NBA,SG,15,0,151,5.8,16.3,0.36,0.9,8.0,0.12,4.9,8.3,0.59,4.9,5.2,0.94,0.9,3.1,4.0,5.8,0.9,0.3,0.9,3.4,17.5,109,117
2021,18,2160,MIN,Minnesota Timberwolves,Jaylen Nowell,"July 9, 1999",21.0,NBA,SG,10,0,171,11.9,24.1,0.49,3.9,10.3,0.38,8.0,13.9,0.58,4.2,5.0,0.83,1.9,3.6,5.5,2.2,1.1,0.6,2.2,4.2,31.9,115,117
