PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Terry Cummings,26,5,5,193,13.0,23.2,0.562,0.0,0.0,,13.0,23.2,0.562,7.6,11.5,0.659,3.1,7.0,10.2,3.4,2.3,0.8,3.1,4.2,33.6,,119,112
Jack Sikma,32,5,5,190,9.3,20.1,0.461,0.0,0.8,0.0,9.3,19.3,0.479,6.6,7.9,0.833,6.3,10.1,16.4,3.4,0.5,1.1,4.0,6.1,25.1,,111,114
Paul Pressey,29,5,5,178,6.5,14.1,0.46,0.3,0.8,0.33299999999999996,6.2,13.3,0.46799999999999997,6.5,8.5,0.767,1.7,3.7,5.4,9.3,1.1,0.8,4.5,5.9,19.8,,109,116
Sidney Moncrief,30,5,5,173,7.0,14.5,0.48,0.3,0.3,1.0,6.7,14.2,0.469,7.6,7.8,0.963,1.7,3.8,5.5,7.6,0.9,0.3,3.2,4.1,21.8,,123,118
Larry Krystkowiak,23,5,5,163,4.0,8.9,0.44799999999999995,0.0,0.0,,4.0,8.9,0.44799999999999995,4.9,5.6,0.889,4.0,6.5,10.5,2.2,1.2,0.0,1.5,5.2,13.0,,124,115
Ricky Pierce,28,5,0,105,12.0,25.4,0.47200000000000003,0.5,2.4,0.2,11.5,23.0,0.5,3.8,4.3,0.889,2.9,3.8,6.7,4.3,0.5,1.0,1.9,4.3,28.2,,114,118
John Lucas,34,5,0,80,6.3,17.0,0.37,1.9,8.2,0.231,4.4,8.8,0.5,3.8,5.7,0.667,3.1,1.9,5.0,11.9,3.1,0.0,3.8,3.1,18.2,,107,114
Randy Breuer,27,4,0,47,9.6,17.1,0.563,0.0,0.0,,9.6,17.1,0.563,1.1,6.4,0.16699999999999998,2.1,10.7,12.8,1.1,1.1,2.1,1.1,7.5,20.3,,104,111
Paul Mokeski,31,4,0,40,6.3,17.6,0.35700000000000004,0.0,0.0,,6.3,17.6,0.35700000000000004,5.0,7.5,0.667,6.3,5.0,11.3,0.0,3.8,2.5,2.5,5.0,17.6,,96,109
Jay Humphries,25,2,0,18,0.0,14.0,0.0,0.0,0.0,,0.0,14.0,0.0,0.0,0.0,,2.8,5.6,8.4,2.8,2.8,0.0,2.8,16.8,0.0,,23,112
Jerry Reynolds,25,3,0,12,16.8,25.1,0.667,0.0,0.0,,16.8,25.1,0.667,0.0,0.0,,0.0,4.2,4.2,4.2,0.0,0.0,4.2,4.2,33.5,,112,119
John Stroeder,29,1,0,1,50.3,50.3,1.0,50.3,50.3,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.8,,300,122
