PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Michael Jordan,24,10,10,427,16.7,31.5,0.531,0.1,0.4,0.33299999999999996,16.6,31.1,0.5329999999999999,10.4,12.0,0.8690000000000001,2.8,5.8,8.6,5.7,2.9,1.3,4.7,4.6,43.9,,117,104
Charles Oakley,24,10,10,373,5.5,12.6,0.44,0.0,0.3,0.0,5.5,12.3,0.449,2.9,3.3,0.875,5.4,12.3,17.7,4.4,0.8,0.6,2.5,4.6,14.0,,108,104
Dave Corzine,31,10,10,308,4.5,12.8,0.355,0.0,0.0,,4.5,12.8,0.355,1.2,2.2,0.5379999999999999,2.5,7.0,9.6,1.3,0.5,1.3,2.0,3.5,10.2,,81,108
Horace Grant,22,10,0,299,8.0,14.0,0.568,0.0,0.2,0.0,8.0,13.8,0.575,1.6,2.6,0.6,4.3,7.8,12.1,2.8,2.4,0.3,1.2,6.1,17.5,,122,104
Scottie Pippen,22,10,6,294,8.1,17.4,0.465,0.5,1.1,0.5,7.6,16.4,0.462,0.9,1.2,0.7140000000000001,4.2,4.9,9.1,4.2,1.4,1.4,4.6,5.8,17.6,,92,107
Sam Vincent,24,10,10,251,8.4,22.7,0.373,0.0,0.6,0.0,8.4,22.0,0.38299999999999995,4.1,5.1,0.8,1.2,2.7,3.9,9.1,1.6,0.2,5.6,4.7,21.0,,86,109
John Paxson,27,10,0,165,6.3,16.6,0.377,0.6,3.8,0.16699999999999998,5.6,12.8,0.439,1.3,1.3,1.0,0.0,1.3,1.3,9.4,0.3,0.3,1.6,7.5,14.4,,100,113
Brad Sellers,25,10,4,144,5.4,15.4,0.349,0.0,0.0,,5.4,15.4,0.349,5.4,6.1,0.882,3.6,3.9,7.5,2.9,0.7,1.8,1.8,6.5,16.2,,102,109
Rory Sparrow,29,7,0,106,4.9,15.6,0.313,1.0,2.0,0.5,3.9,13.7,0.28600000000000003,2.0,2.9,0.667,0.0,1.5,1.5,8.8,2.0,0.0,2.0,5.4,12.7,,91,110
Elston Turner,28,4,0,29,1.8,10.7,0.16699999999999998,0.0,0.0,,1.8,10.7,0.16699999999999998,0.0,0.0,,1.8,7.1,8.9,10.7,0.0,0.0,1.8,3.6,3.6,,73,110
Mike Brown,24,1,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,12.9,25.8,0.5,0.0,0.0,0.0,12.9,12.9,0.0,0.0,0.0,12.9,,140,89
