PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Mark Jackson,22,4,4,171,6.5,17.8,0.36700000000000005,1.5,3.6,0.41700000000000004,5.1,14.3,0.354,2.4,3.3,0.727,1.8,3.9,5.7,11.6,3.0,0.0,4.2,3.9,17.0,,98,117
Patrick Ewing,25,4,4,153,9.3,19.0,0.491,0.0,0.3,0.0,9.3,18.6,0.5,6.3,7.3,0.8640000000000001,5.3,11.6,17.0,3.3,2.0,4.3,3.7,5.7,24.9,,112,110
Gerald Wilkins,24,4,4,149,11.3,23.6,0.478,0.7,1.4,0.5,10.6,22.2,0.47700000000000004,4.1,4.8,0.857,0.3,2.4,2.7,6.5,1.4,0.0,3.8,4.1,27.3,,105,121
Johnny Newman,24,4,2,113,14.0,30.6,0.456,0.0,4.1,0.0,14.0,26.6,0.525,6.3,7.2,0.875,3.6,1.4,5.0,3.2,2.7,0.5,2.7,7.2,34.2,,107,118
Sidney Green,27,4,4,93,4.4,9.3,0.47100000000000003,0.0,0.0,,4.4,9.3,0.47100000000000003,0.0,0.0,,4.4,13.7,18.1,3.8,0.0,0.5,4.9,7.7,8.8,,81,116
Kenny Walker,23,4,2,80,5.1,15.3,0.33299999999999996,0.0,0.0,,5.1,15.3,0.33299999999999996,1.3,1.3,1.0,1.9,3.8,5.7,3.2,1.3,1.9,0.6,7.0,11.4,,92,118
Bill Cartwright,30,4,0,76,6.0,12.0,0.5,0.0,0.0,,6.0,12.0,0.5,7.4,10.0,0.733,5.4,7.4,12.7,4.0,0.0,2.0,5.4,8.0,19.4,,105,119
Trent Tucker,28,4,0,71,5.7,13.6,0.42100000000000004,4.3,9.3,0.462,1.4,4.3,0.33299999999999996,2.1,2.9,0.75,0.0,1.4,1.4,2.9,2.1,0.0,0.7,2.9,17.9,,127,120
Pat Cummings,31,3,0,28,3.6,9.1,0.4,0.0,0.0,,3.6,9.1,0.4,5.5,7.3,0.75,3.6,9.1,12.7,5.5,0.0,0.0,0.0,20.0,12.7,,136,119
Sedric Toney,25,3,0,15,10.2,20.3,0.5,10.2,20.3,0.5,0.0,0.0,,6.8,6.8,1.0,0.0,0.0,0.0,6.8,3.4,0.0,6.8,13.6,37.3,,125,118
Rick Carlisle,28,2,0,8,6.4,25.4,0.25,0.0,12.7,0.0,6.4,12.7,0.5,0.0,0.0,,6.4,6.4,12.7,0.0,6.4,0.0,0.0,6.4,12.7,,73,108
Louis Orr,29,2,0,3,0.0,17.0,0.0,0.0,0.0,,0.0,17.0,0.0,17.0,33.9,0.5,17.0,17.0,33.9,0.0,0.0,0.0,0.0,0.0,17.0,,88,114
