PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Hakeem Olajuwon,25,4,4,162,17.4,30.5,0.5710000000000001,0.0,0.3,0.0,17.4,30.2,0.5770000000000001,11.8,13.4,0.884,6.2,14.6,20.8,2.2,2.8,3.4,2.8,4.4,46.6,,134,102
Rodney McCray,26,4,4,159,3.8,9.8,0.387,0.0,0.3,0.0,3.8,9.5,0.4,2.5,3.8,0.667,4.8,3.8,8.6,2.9,1.3,1.0,2.2,3.8,10.1,,101,114
Sleepy Floyd,27,4,4,154,8.5,20.0,0.426,1.3,2.6,0.5,7.2,17.3,0.415,6.2,7.2,0.8640000000000001,1.0,1.3,2.3,11.1,2.6,0.0,3.9,3.3,24.5,,113,114
Joe Barry Carroll,29,4,4,116,7.8,20.4,0.38299999999999995,0.0,0.0,,7.8,20.4,0.38299999999999995,3.5,4.3,0.8,3.5,4.8,8.2,0.9,1.3,0.4,2.2,5.2,19.1,,96,114
Robert Reid,32,4,4,114,6.6,14.6,0.455,1.3,3.1,0.429,5.3,11.5,0.462,0.9,1.3,0.667,1.3,5.3,6.6,3.5,0.9,0.0,1.3,5.7,15.5,,112,115
Jim Petersen,25,4,0,98,6.2,11.8,0.522,0.0,0.0,,6.2,11.8,0.522,3.6,6.2,0.583,3.6,7.2,10.8,3.1,0.5,1.0,2.1,5.7,15.9,,114,113
Purvis Short,30,4,0,71,5.0,18.4,0.26899999999999996,0.0,0.7,0.0,5.0,17.7,0.28,5.7,5.7,1.0,2.8,3.5,6.4,0.7,0.7,0.0,2.8,5.7,15.6,,84,116
Allen Leavell,30,4,0,38,9.3,25.2,0.368,2.7,8.0,0.33299999999999996,6.6,17.2,0.385,5.3,5.3,1.0,0.0,4.0,4.0,11.9,2.7,0.0,8.0,8.0,26.5,,93,112
Buck Johnson,24,4,0,20,5.0,7.6,0.667,0.0,0.0,,5.0,7.6,0.667,2.5,5.0,0.5,5.0,5.0,10.1,0.0,2.5,0.0,10.1,2.5,12.6,,67,112
Cedric Maxwell,32,4,0,15,3.4,6.7,0.5,0.0,0.0,,3.4,6.7,0.5,0.0,0.0,,3.4,0.0,3.4,3.4,0.0,0.0,0.0,3.4,6.7,,137,120
World B. Free,34,2,0,12,0.0,8.4,0.0,0.0,4.2,0.0,0.0,4.2,0.0,0.0,0.0,,4.2,4.2,8.4,4.2,0.0,0.0,12.6,8.4,0.0,,21,117
Lester Conner,28,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,100.8,100.8,1.0,0.0,50.4,50.4,50.4,50.4,0.0,0.0,0.0,100.8,,240,-16
