PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Alex English,34,11,11,438,12.8,28.2,0.455,0.0,0.3,0.0,12.8,27.8,0.46,3.9,4.7,0.8140000000000001,3.4,3.1,6.5,5.3,0.8,0.3,1.8,3.8,29.5,,110,117
Michael Adams,25,11,11,406,5.6,15.5,0.36200000000000004,2.0,6.4,0.315,3.6,9.1,0.395,4.3,4.9,0.878,1.1,3.2,4.3,7.6,2.1,0.2,2.7,2.3,17.5,,107,115
Danny Schayes,28,11,11,314,8.5,13.6,0.625,0.0,0.0,,8.5,13.6,0.625,10.8,12.8,0.843,4.6,7.5,12.2,2.8,0.5,1.5,3.7,7.1,27.7,,133,114
Blair Rasmussen,25,11,11,277,10.5,22.2,0.47200000000000003,0.0,0.0,,10.5,22.2,0.47200000000000003,3.1,3.5,0.9,4.4,8.0,12.4,1.2,0.2,2.1,1.0,5.8,24.1,,113,114
Fat Lever,27,7,7,273,8.0,17.4,0.45899999999999996,0.5,1.2,0.429,7.4,16.1,0.462,4.6,5.8,0.7879999999999999,2.8,8.7,11.5,8.7,2.3,0.7,0.7,2.7,21.1,,127,110
Mike Evans,32,11,1,219,9.9,25.2,0.395,2.7,9.7,0.273,7.3,15.5,0.47100000000000003,3.1,3.3,0.9329999999999999,1.3,3.5,4.9,5.1,2.7,0.0,2.7,4.2,25.6,,102,113
Bill Hanzlik,30,11,0,212,4.6,12.8,0.35700000000000004,0.0,1.8,0.0,4.6,11.0,0.41700000000000004,4.1,5.9,0.6920000000000001,2.5,4.1,6.6,5.9,1.1,2.1,3.2,9.1,13.2,,94,114
Jay Vincent,28,8,0,200,12.8,25.2,0.51,0.0,0.2,0.0,12.8,24.9,0.515,8.2,9.7,0.85,2.4,6.5,8.9,1.5,1.2,1.0,3.4,6.0,33.9,,113,113
T.R. Dunn,32,11,3,185,2.9,5.2,0.55,0.0,0.0,,2.9,5.2,0.55,1.0,2.1,0.5,2.9,4.7,7.6,0.8,2.1,0.0,1.0,5.2,6.8,,113,114
Wayne Cooper,31,9,0,96,4.0,11.6,0.348,0.0,0.0,,4.0,11.6,0.348,1.0,1.0,1.0,8.1,8.6,16.6,3.0,1.5,4.0,2.0,9.6,9.1,,101,109
Michael Brooks,29,4,0,11,4.4,13.2,0.33299999999999996,4.4,8.8,0.5,0.0,4.4,0.0,0.0,0.0,,4.4,13.2,17.6,8.8,0.0,0.0,0.0,4.4,13.2,,139,112
Maurice Martin,23,3,0,9,5.4,26.9,0.2,0.0,5.4,0.0,5.4,21.5,0.25,26.9,32.2,0.833,0.0,5.4,5.4,0.0,0.0,5.4,5.4,5.4,37.6,,94,113
