PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Isiah Thomas,26,23,23,911,10.6,24.2,0.43700000000000006,0.8,2.5,0.295,9.8,21.7,0.45299999999999996,7.2,8.7,0.828,1.5,4.7,6.2,11.6,3.8,0.5,4.9,4.1,29.2,,108,100
Adrian Dantley,32,23,23,804,10.0,19.1,0.524,0.0,0.1,0.0,10.0,19.0,0.528,9.2,11.7,0.787,2.4,4.6,7.0,3.0,1.2,0.1,3.3,3.3,29.2,,118,106
Joe Dumars,24,23,23,804,7.4,16.2,0.457,0.1,0.4,0.33299999999999996,7.3,15.8,0.461,3.7,4.1,0.889,1.2,2.1,3.3,7.3,0.9,0.1,2.6,3.3,18.6,,109,108
Bill Laimbeer,30,23,23,779,7.7,16.9,0.456,0.3,1.2,0.294,7.4,15.8,0.46799999999999997,2.7,3.0,0.889,2.9,12.0,15.0,3.0,1.2,1.3,2.0,5.2,18.5,,108,100
John Salley,23,23,0,623,4.7,8.8,0.5379999999999999,0.0,0.1,0.0,4.7,8.7,0.544,4.1,5.8,0.71,5.4,7.7,13.1,1.8,1.3,3.1,1.9,7.4,13.6,,122,100
Vinnie Johnson,31,23,0,477,11.2,26.4,0.423,0.1,0.8,0.14300000000000002,11.1,25.6,0.431,3.6,5.5,0.66,3.9,4.4,8.3,4.8,1.9,0.4,2.3,5.3,26.1,,101,104
Dennis Rodman,26,23,0,474,7.9,15.1,0.522,0.0,0.2,0.0,7.9,14.9,0.53,2.4,6.0,0.40700000000000003,5.7,9.5,15.1,2.3,1.6,1.6,3.4,9.7,18.2,,100,100
Rick Mahorn,29,23,21,409,4.0,11.6,0.344,0.0,0.0,,4.0,11.6,0.344,1.7,2.4,0.684,2.4,9.0,11.5,1.7,0.6,1.3,2.1,8.2,9.7,,84,103
James Edwards,32,22,2,308,9.6,18.8,0.509,0.0,0.2,0.0,9.6,18.7,0.514,4.6,7.0,0.659,3.9,7.7,11.6,1.9,0.3,1.7,1.7,9.4,23.8,,115,104
Ralph Lewis,24,10,0,17,6.2,18.6,0.33299999999999996,0.0,3.1,0.0,6.2,15.5,0.4,0.0,0.0,,9.3,15.5,24.8,3.1,0.0,0.0,0.0,6.2,12.4,,103,101
Walker Russell,27,7,0,10,10.5,26.4,0.4,0.0,0.0,,10.5,26.4,0.4,10.5,10.5,1.0,0.0,0.0,0.0,5.3,5.3,0.0,5.3,5.3,31.6,,100,101
Chuck Nevitt,28,3,0,4,13.2,26.4,0.5,0.0,0.0,,13.2,26.4,0.5,0.0,0.0,,26.4,13.2,39.5,0.0,0.0,0.0,13.2,13.2,26.4,,89,102
