SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1988,6,CLE,Mark Price,23,5,5,205,9.6,16.9,0.57,1.3,3.0,0.42,8.3,13.9,0.6,6.0,6.3,0.96,0.8,3.8,4.5,9.6,0.8,0.0,2.0,2.8,26.5,,138,114
1988,6,CLE,Brad Daugherty,22,5,5,204,7.3,16.0,0.46,0.0,0.0,,7.3,16.0,0.46,5.3,7.8,0.68,2.5,9.1,11.6,4.1,0.5,1.8,4.1,2.8,20.0,,99,109
1988,6,CLE,Larry Nance,28,5,5,200,8.8,16.5,0.53,0.0,0.0,,8.8,16.5,0.53,4.1,4.6,0.89,2.6,6.7,9.3,4.6,0.5,2.8,3.6,3.4,21.7,,110,110
1988,6,CLE,Ron Harper,24,4,4,134,11.6,24.3,0.48,0.0,0.8,0.0,11.6,23.5,0.49,4.2,6.2,0.69,1.5,6.2,7.7,5.8,4.2,1.5,4.2,3.5,27.4,,99,104
1988,6,CLE,Mike Sanders,27,5,5,134,10.8,20.0,0.54,0.0,0.4,0.0,10.8,19.7,0.55,3.1,3.9,0.8,4.2,5.4,9.6,2.7,1.2,0.8,4.2,8.1,24.7,,105,111
1988,6,CLE,Hot Rod Williams,25,5,0,133,7.8,15.5,0.5,0.0,0.0,,7.8,15.5,0.5,2.3,5.0,0.46,5.0,6.2,11.3,1.6,1.2,2.7,1.6,5.0,17.9,,108,109
1988,6,CLE,Craig Ehlo,26,5,1,128,6.9,16.1,0.42,0.0,3.2,0.0,6.9,12.9,0.53,4.0,6.5,0.62,1.2,6.1,7.3,6.9,2.0,0.0,4.8,5.6,17.8,,90,110
1988,6,CLE,Chris Dudley,22,4,0,24,4.3,8.6,0.5,0.0,0.0,,4.3,8.6,0.5,2.2,4.3,0.5,8.6,4.3,12.9,4.3,0.0,0.0,2.2,6.5,10.8,,118,115
1988,6,CLE,Phil Hubbard,31,3,0,21,2.5,14.8,0.17,0.0,0.0,,2.5,14.8,0.17,0.0,2.5,0.0,2.5,4.9,7.4,0.0,0.0,0.0,2.5,2.5,4.9,,40,115
1988,6,CLE,Dell Curry,23,2,0,17,3.0,12.2,0.25,0.0,3.0,0.0,3.0,9.1,0.33,0.0,0.0,,3.0,0.0,3.0,6.1,0.0,3.0,0.0,3.0,6.1,,90,117
