Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1983,5,659,CHI,Charlotte Bobcats,22.0,NBA,SG,76.0,2081.0,14.1,0.51,0.02,0.28,4.5,8.9,6.7,20.3,1.6,0.3,15.3,24.8,,1.3,0.9,2.1,0.05,,-0.7,-1.4,-2.1,-0.1
1984,5,659,CHI,Charlotte Bobcats,23.0,NBA,SG,82.0,2449.0,15.8,0.53,0.03,0.32,2.8,8.3,5.5,17.6,2.1,0.3,13.6,27.4,,1.5,2.2,3.7,0.07,,-0.2,-0.5,-0.6,0.8
1985,5,659,CHI,Charlotte Bobcats,24.0,NBA,SG,79.0,2101.0,15.2,0.52,0.03,0.23,3.2,8.1,5.7,14.6,1.6,0.1,11.2,27.3,,1.4,1.2,2.6,0.06,,-0.5,-1.5,-2.1,-0.1
1986,5,659,CHI,Charlotte Bobcats,25.0,NBA,SG,35.0,723.0,18.1,0.51,0.02,0.42,3.0,7.8,5.3,15.6,1.5,0.4,10.7,35.1,,0.9,0.1,1.0,0.07,,0.6,-2.8,-2.2,0.0
1987,13,659,LAC,Los Angeles Clippers,26.0,NBA,SG,49.0,924.0,11.8,0.46,0.02,0.32,3.8,6.3,4.9,13.8,2.2,0.5,11.3,27.2,,-0.6,0.4,-0.3,-0.01,,-3.3,-1.7,-4.9,-0.7
1988,13,659,LAC,Los Angeles Clippers,27.0,NBA,SG,67.0,1282.0,16.8,0.5,0.02,0.42,5.0,7.9,6.4,15.5,2.6,0.2,12.1,32.2,,0.1,1.2,1.3,0.05,,0.1,-0.2,-0.1,0.6
1989,13,659,LAC,Los Angeles Clippers,28.0,NBA,SG,69.0,1722.0,16.3,0.51,0.01,0.3,4.3,8.4,6.3,14.2,2.4,0.2,10.1,27.7,,1.1,1.0,2.0,0.06,,-0.3,-1.0,-1.3,0.3
1990,21,659,SEA,Seattle Supersonics,29.0,NBA,SG,30.0,491.0,10.0,0.46,0.02,0.28,4.1,8.2,6.1,10.3,1.2,0.0,11.2,25.8,,-0.1,0.2,0.1,0.01,,-3.6,-1.4,-5.0,-0.4
1991,21,659,SEA,Seattle Supersonics,30.0,NBA,SG,30.0,299.0,14.5,0.5,0.01,0.4,4.3,8.5,6.4,8.4,1.2,0.2,9.4,28.3,,0.2,0.1,0.3,0.05,,-0.2,-2.6,-2.8,0.0
1992,21,659,SEA,Seattle Supersonics,31.0,NBA,SG,11.0,98.0,3.2,0.35,0.03,0.43,2.3,12.0,7.1,5.4,2.6,0.6,18.5,23.2,,-0.3,0.1,-0.3,-0.12,,-7.3,-1.7,-9.0,-0.2
