Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999,12,636,IND,Indiana Pacers,Austin Croshere,"May 1, 1975",23.0,NBA,PF,1.0,0.0,1.0,0.0,36.0,0.0,0.0,0.0,,0.0,36.0,0.0,72.0,72.0,1.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,72.0
2001,12,636,IND,Indiana Pacers,Austin Croshere,"May 1, 1975",25.0,NBA,PF,4.0,0.0,129.0,3.9,9.8,0.4,0.6,2.8,0.2,3.3,7.0,0.48,3.6,4.2,0.87,1.4,4.2,5.6,1.7,1.1,0.6,2.5,4.2,12.0
2002,12,636,IND,Indiana Pacers,Austin Croshere,"May 1, 1975",26.0,NBA,PF,4.0,0.0,59.0,4.9,12.2,0.4,1.2,3.7,0.33,3.7,8.5,0.43,3.7,4.9,0.75,2.4,6.1,8.5,1.2,0.6,0.6,3.7,4.3,14.6
2003,12,636,IND,Indiana Pacers,Austin Croshere,"May 1, 1975",27.0,NBA,PF,4.0,0.0,46.0,3.9,14.9,0.26,0.0,4.7,0.0,3.9,10.2,0.38,4.7,5.5,0.86,6.3,7.0,13.3,2.3,0.0,0.8,2.3,3.9,12.5
2004,12,636,IND,Indiana Pacers,Austin Croshere,"May 1, 1975",28.0,NBA,PF,13.0,2.0,214.0,3.2,9.3,0.34,1.3,4.0,0.33,1.9,5.2,0.36,2.9,3.5,0.81,2.2,4.5,6.7,2.0,0.7,0.5,1.0,2.9,10.6
2005,12,636,IND,Indiana Pacers,Austin Croshere,"May 1, 1975",29.0,NBA,PF,10.0,0.0,88.0,1.6,4.1,0.4,0.8,1.6,0.5,0.8,2.5,0.33,6.1,7.4,0.83,2.9,4.1,7.0,0.0,1.6,0.4,2.5,4.1,10.2
2006,12,636,IND,Indiana Pacers,Austin Croshere,"May 1, 1975",30.0,NBA,PF,6.0,2.0,175.0,2.5,7.8,0.32,1.9,4.7,0.39,0.6,3.1,0.2,3.3,3.7,0.89,1.0,3.5,4.5,1.4,1.0,0.0,1.2,2.3,10.1
2007,7,636,DAL,Dallas Mavericks,Austin Croshere,"May 1, 1975",31.0,NBA,PF,3.0,0.0,34.0,4.2,12.7,0.33,3.2,4.2,0.75,1.1,8.5,0.12,4.2,4.2,1.0,3.2,3.2,6.4,0.0,0.0,0.0,2.1,5.3,15.9
