Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1982,2,26,BOS,Boston Celtics,Danny Ainge,"March 17, 1959",22.0,NBA,SG,53.0,1.0,564.0,6.6,18.5,0.36,0.4,1.4,0.29,6.2,17.1,0.36,4.7,5.5,0.86,2.1,2.6,4.7,7.3,3.1,0.3,4.4,7.2,18.4,,94.0,104.0
1983,2,26,BOS,Boston Celtics,Danny Ainge,"March 17, 1959",23.0,NBA,SG,80.0,76.0,2048.0,8.0,16.2,0.5,0.1,0.7,0.17,7.9,15.6,0.51,1.6,2.2,0.74,1.9,3.0,4.8,5.7,2.5,0.1,2.2,5.8,17.8,,110.0,104.0
1984,2,26,BOS,Boston Celtics,Danny Ainge,"March 17, 1959",24.0,NBA,SG,71.0,3.0,1154.0,6.9,15.1,0.46,0.3,0.9,0.27,6.7,14.1,0.47,1.9,2.3,0.82,1.2,3.6,4.8,6.8,1.7,0.2,2.9,6.0,16.0,,104.0,107.0
1985,2,26,BOS,Boston Celtics,Danny Ainge,"March 17, 1959",25.0,NBA,SG,75.0,73.0,2564.0,7.7,14.6,0.53,0.3,1.0,0.27,7.4,13.6,0.55,2.2,2.5,0.87,1.4,3.5,4.9,7.4,2.2,0.1,2.7,4.2,17.9,,115.0,108.0
1986,2,26,BOS,Boston Celtics,Danny Ainge,"March 17, 1959",26.0,NBA,SG,80.0,78.0,2407.0,7.0,13.8,0.5,0.5,1.4,0.36,6.4,12.4,0.52,2.4,2.7,0.9,0.9,3.7,4.6,8.0,1.9,0.1,2.5,4.0,16.8,,115.0,105.0
1987,2,26,BOS,Boston Celtics,Danny Ainge,"March 17, 1959",27.0,NBA,SG,71.0,66.0,2499.0,8.0,16.4,0.49,1.7,3.7,0.44,6.3,12.7,0.5,2.9,3.2,0.9,1.0,3.8,4.7,7.8,2.0,0.3,2.7,3.7,20.5,,115.0,109.0
1988,2,26,BOS,Boston Celtics,Danny Ainge,"March 17, 1959",28.0,NBA,SG,81.0,81.0,3018.0,7.8,15.9,0.49,2.4,5.8,0.42,5.4,10.1,0.53,2.6,2.9,0.88,1.0,3.1,4.0,8.2,1.9,0.3,2.5,3.3,20.6,,121.0,112.0
1989,31,26,TOT,Total After Trade,Danny Ainge,"March 17, 1959",29.0,NBA,PG,73.0,54.0,2377.0,9.8,21.4,0.46,2.4,6.2,0.38,7.4,15.2,0.49,4.2,4.9,0.85,1.4,3.7,5.2,8.2,1.9,0.2,3.0,3.8,26.1,,116.0,111.0
1989,2,26,BOS,Boston Celtics,Danny Ainge,"March 17, 1959",29.0,NBA,PG,45.0,28.0,1349.0,9.8,21.4,0.46,2.1,5.6,0.37,7.7,15.7,0.49,4.1,4.6,0.89,1.3,4.2,5.6,7.8,1.9,0.0,3.0,3.9,25.9,,116.0,111.0
1989,26,26,SAC,Sacramento Kings,Danny Ainge,"March 17, 1959",29.0,NBA,PG,28.0,26.0,1028.0,9.7,21.5,0.45,2.7,7.0,0.39,7.0,14.5,0.48,4.2,5.2,0.81,1.6,3.1,4.7,8.7,1.9,0.3,2.9,3.6,26.3,,116.0,112.0
1990,26,26,SAC,Sacramento Kings,Danny Ainge,"March 17, 1959",30.0,NBA,PG,75.0,68.0,2727.0,9.2,21.0,0.44,2.0,5.3,0.37,7.2,15.7,0.46,4.0,4.9,0.83,1.3,4.7,5.9,8.2,2.1,0.3,3.4,4.3,24.4,,107.0,110.0
1991,25,26,POR,Portland Trail Blazers,Danny Ainge,"March 17, 1959",31.0,NBA,SG,80.0,0.0,1710.0,9.4,19.9,0.47,2.8,7.0,0.41,6.6,12.9,0.51,3.2,3.9,0.83,1.3,4.5,5.7,8.0,1.8,0.4,2.8,5.4,24.9,,119.0,106.0
1992,25,26,POR,Portland Trail Blazers,Danny Ainge,"March 17, 1959",32.0,NBA,SG,81.0,6.0,1595.0,9.1,20.6,0.44,2.4,7.0,0.34,6.7,13.6,0.5,3.3,4.0,0.82,1.2,3.3,4.5,6.1,2.2,0.4,2.1,4.5,23.8,,116.0,106.0
1993,24,26,PHO,Phoenix Suns,Danny Ainge,"March 17, 1959",33.0,NBA,SG,80.0,0.0,2163.0,7.5,16.2,0.46,3.3,8.3,0.4,4.2,8.0,0.52,2.7,3.2,0.85,1.1,3.7,4.8,5.8,1.5,0.2,2.5,3.9,21.1,,120.0,110.0
1994,24,26,PHO,Phoenix Suns,Danny Ainge,"March 17, 1959",34.0,NBA,SG,68.0,1.0,1555.0,7.1,17.1,0.42,2.6,7.8,0.33,4.6,9.3,0.49,2.5,3.0,0.83,0.9,3.3,4.2,5.7,1.8,0.3,2.6,4.5,19.3,,109.0,110.0
1995,24,26,PHO,Phoenix Suns,Danny Ainge,"March 17, 1959",35.0,NBA,SG,74.0,1.0,1374.0,7.1,15.4,0.46,2.8,7.8,0.36,4.2,7.6,0.56,3.8,4.7,0.81,0.9,3.1,4.0,7.6,1.7,0.3,2.9,5.6,20.8,,119.0,113.0
