Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005.0,30.0,1432,WAS,Washington Wizards,Antawn Jamison,28.0,10.0,10.0,380.0,6.9,15.3,0.45,1.6,3.2,0.5,5.3,12.1,0.44,2.1,3.0,0.69,1.5,4.5,6.0,1.1,0.7,0.4,1.5,2.3,17.5
2005.0,30.0,2274,WAS,Washington Wizards,Anthony Peeler,35.0,7.0,0.0,43.0,0.8,7.5,0.11,0.0,2.5,0.0,0.8,5.0,0.17,1.7,1.7,1.0,0.0,5.9,5.9,2.5,0.8,0.0,2.5,3.3,3.3
2005.0,30.0,1240,WAS,Washington Wizards,Brendan Haywood,25.0,10.0,10.0,296.0,4.7,8.8,0.54,0.0,0.0,,4.7,8.8,0.54,3.4,5.4,0.64,4.3,5.0,9.2,1.2,1.7,2.4,1.2,4.9,12.9
,,373,,,Damone Brown,,,,,,,,,,,,,,,,,,,,,,,,,
2005.0,30.0,2844,WAS,Washington Wizards,Etan Thomas,26.0,8.0,0.0,126.0,5.4,8.3,0.66,0.0,0.0,,5.4,8.3,0.66,2.9,6.3,0.46,3.4,6.9,10.3,0.6,0.0,2.0,2.6,6.6,13.7
2005.0,30.0,104,WAS,Washington Wizards,Gilbert Arenas,23.0,10.0,10.0,450.0,5.8,15.5,0.38,1.4,6.2,0.23,4.4,9.4,0.47,5.8,7.5,0.77,0.6,3.5,4.2,5.0,1.7,0.5,3.1,2.7,18.9
2005.0,30.0,1446,WAS,Washington Wizards,Jared Jeffries,23.0,10.0,10.0,247.0,3.5,7.1,0.49,0.4,0.9,0.5,3.1,6.3,0.49,1.9,2.5,0.76,2.8,3.2,6.0,2.6,1.3,1.3,1.9,5.0,9.3
,,1233,,,Jarvis Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
2005.0,30.0,754,WAS,Washington Wizards,Juan Dixon,26.0,10.0,0.0,219.0,6.7,16.6,0.41,1.8,5.6,0.32,4.9,11.0,0.45,3.5,4.1,0.84,0.5,3.8,4.3,2.1,1.2,0.0,2.0,3.1,18.7
2005.0,30.0,385,WAS,Washington Wizards,Kwame Brown,22.0,3.0,0.0,60.0,3.0,7.8,0.38,0.0,0.0,,3.0,7.8,0.38,3.0,5.4,0.56,2.4,6.6,9.0,1.8,0.0,1.2,1.2,3.0,9.0
2005.0,30.0,2368,WAS,Washington Wizards,Laron Profit,27.0,3.0,0.0,5.0,0.0,14.4,0.0,0.0,0.0,,0.0,14.4,0.0,0.0,0.0,,0.0,7.2,7.2,7.2,0.0,0.0,0.0,0.0,0.0
2005.0,30.0,1355,WAS,Washington Wizards,Larry Hughes,26.0,10.0,10.0,401.0,6.1,16.2,0.38,0.6,3.0,0.21,5.5,13.3,0.41,5.7,6.9,0.83,1.5,4.8,6.4,3.3,1.8,0.6,2.2,3.1,18.6
2005.0,30.0,2526,WAS,Washington Wizards,Michael Ruffin,28.0,9.0,0.0,156.0,1.6,2.3,0.7,0.0,0.0,,1.6,2.3,0.7,2.1,3.7,0.56,3.5,5.1,8.5,2.1,0.7,0.7,0.9,7.6,5.3
,,2388,,,Peter John Ramos,,,,,,,,,,,,,,,,,,,,,,,,,
,,3005,,,Samaki Walker,,,,,,,,,,,,,,,,,,,,,,,,,
2005.0,30.0,260,WAS,Washington Wizards,Steve Blake,24.0,4.0,0.0,17.0,2.1,8.5,0.25,0.0,2.1,0.0,2.1,6.4,0.33,0.0,0.0,,0.0,6.4,6.4,4.2,0.0,0.0,2.1,6.4,4.2
