Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005,9,DET,Detroit Pistons,Richard Hamilton,26,25,25,1079,6.6,14.6,0.45,0.3,1.1,0.29,6.3,13.4,0.47,3.2,4.0,0.8,1.0,2.6,3.6,3.6,0.7,0.1,2.6,2.6,16.7
2005,9,DET,Detroit Pistons,Tayshaun Prince,24,25,25,1023,4.7,10.8,0.43,0.8,2.1,0.37,3.9,8.7,0.45,1.7,2.1,0.8,2.0,3.6,5.6,2.9,0.9,0.3,1.3,1.8,11.8
2005,9,DET,Detroit Pistons,Chauncey Billups,28,25,25,985,5.3,12.4,0.43,1.6,4.6,0.35,3.7,7.8,0.47,4.9,5.4,0.89,0.8,3.1,3.9,5.9,0.9,0.2,1.8,2.6,17.1
2005,9,DET,Detroit Pistons,Ben Wallace,30,25,25,979,3.8,7.8,0.48,0.0,0.1,0.0,3.8,7.6,0.49,1.7,3.8,0.46,3.5,6.9,10.4,0.9,1.6,2.2,1.1,2.4,9.2
2005,9,DET,Detroit Pistons,Rasheed Wallace,30,25,25,826,5.9,13.5,0.44,1.3,3.7,0.34,4.7,9.8,0.48,1.7,2.4,0.74,1.7,5.8,7.5,1.4,1.1,1.9,1.7,4.1,14.9
2005,9,DET,Detroit Pistons,Antonio McDyess,30,25,0,494,6.4,13.2,0.49,0.0,0.0,,6.4,13.2,0.49,1.8,2.6,0.69,3.4,7.4,10.7,1.4,1.0,1.7,1.8,5.7,14.6
2005,9,DET,Detroit Pistons,Lindsey Hunter,34,25,0,374,3.5,10.9,0.32,0.8,3.5,0.22,2.7,7.4,0.36,1.5,2.1,0.73,1.0,2.9,3.9,3.8,2.1,0.7,1.4,4.3,9.2
2005,9,DET,Detroit Pistons,Carlos Arroyo,25,19,0,150,3.8,10.8,0.36,0.0,0.2,0.0,3.8,10.6,0.36,1.9,2.9,0.67,0.2,2.2,2.4,9.4,1.0,0.5,2.4,4.6,9.6
2005,9,DET,Detroit Pistons,Elden Campbell,36,10,0,57,2.5,8.2,0.31,0.0,0.0,,2.5,8.2,0.31,2.5,5.1,0.5,1.9,9.5,11.4,3.2,1.3,0.0,2.5,8.2,7.6
2005,9,DET,Detroit Pistons,Ronald Dupree,24,14,0,38,1.9,6.6,0.29,0.0,0.0,,1.9,6.6,0.29,0.0,0.0,,1.9,3.8,5.7,0.0,0.0,0.0,0.9,5.7,3.8
2005,9,DET,Detroit Pistons,Darvin Ham,31,14,0,24,1.5,4.5,0.33,0.0,0.0,,1.5,4.5,0.33,3.0,3.0,1.0,4.5,0.0,4.5,0.0,0.0,0.0,0.0,3.0,6.0
2005,9,DET,Detroit Pistons,Darko Miliaic,19,9,0,21,3.4,12.0,0.29,0.0,0.0,,3.4,12.0,0.29,1.7,1.7,1.0,1.7,5.1,6.9,1.7,0.0,1.7,1.7,5.1,8.6
