Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1086,Josh Grant,"August 7, 1967",53,0,382,7.5,18.5,0.41,2.2,7.7,0.29,5.3,10.8,0.49,2.8,3.7,0.76,3.4,7.9,11.3,3.0,2.3,1.0,3.8,7.9,19.9,98.0,104.0
