Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011.0,19.0,1090,NOH,New Orleans Hornets,Aaron Gray,26.0,6.0,0.0,87.0,9.0,13.0,0.69,0.0,0.0,,9.0,13.0,0.69,0.69,3.0,8.0,0.38,3.0,18.0,21.0,2.0,2.0,2.0,5.0,13.0,21.0
2011.0,19.0,1686,NOH,New Orleans Hornets,Carl Landry,27.0,6.0,6.0,213.0,31.0,68.0,0.46,0.0,0.0,,31.0,68.0,0.46,0.46,33.0,36.0,0.92,11.0,19.0,30.0,6.0,4.0,3.0,12.0,25.0,95.0
2011.0,19.0,2261,NOH,New Orleans Hornets,Chris Paul,25.0,6.0,6.0,250.0,42.0,77.0,0.55,9.0,19.0,0.47,33.0,58.0,0.57,0.6,39.0,49.0,0.8,3.0,37.0,40.0,69.0,11.0,0.0,22.0,11.0,132.0
2011.0,19.0,1379,NOH,New Orleans Hornets,Didier Ilunga-Mbenga,30.0,5.0,0.0,26.0,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,1.0,2.0,0.5,2.0,3.0,5.0,1.0,2.0,3.0,1.0,7.0,5.0
2011.0,19.0,2189,NOH,New Orleans Hornets,Emeka Okafor,28.0,6.0,6.0,188.0,20.0,31.0,0.64,0.0,0.0,,20.0,31.0,0.64,0.64,4.0,11.0,0.36,17.0,16.0,33.0,0.0,6.0,6.0,12.0,28.0,44.0
2011.0,19.0,1393,NOH,New Orleans Hornets,Jarrett Jack,27.0,6.0,0.0,111.0,12.0,34.0,0.35,0.0,5.0,0.0,12.0,29.0,0.41,0.35,11.0,16.0,0.69,1.0,14.0,15.0,13.0,1.0,1.0,8.0,4.0,35.0
2011.0,19.0,2682,NOH,New Orleans Hornets,Jason Smith,24.0,6.0,0.0,58.0,7.0,15.0,0.47,0.0,0.0,,7.0,15.0,0.47,0.47,0.0,0.0,,1.0,6.0,7.0,1.0,2.0,0.0,0.0,11.0,14.0
2011.0,19.0,208,NOH,New Orleans Hornets,Marco Belinelli,24.0,6.0,6.0,173.0,23.0,63.0,0.36,8.0,26.0,0.31,15.0,37.0,0.4,0.43,4.0,4.0,1.0,0.0,5.0,5.0,4.0,5.0,0.0,4.0,12.0,58.0
2011.0,19.0,884,NOH,New Orleans Hornets,Patrick Ewing,26.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2011.0,19.0,2329,NOH,New Orleans Hornets,Quincy Pondexter,22.0,3.0,0.0,9.0,1.0,6.0,0.17,0.0,3.0,0.0,1.0,3.0,0.33,0.17,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
2011.0,19.0,105,NOH,New Orleans Hornets,Trevor Ariza,25.0,6.0,6.0,241.0,35.0,85.0,0.41,7.0,21.0,0.33,28.0,64.0,0.44,0.45,16.0,22.0,0.73,7.0,32.0,39.0,20.0,8.0,3.0,7.0,16.0,93.0
2011.0,19.0,1116,NOH,New Orleans Hornets,Willie Green,29.0,6.0,0.0,84.0,14.0,36.0,0.39,2.0,9.0,0.22,12.0,27.0,0.44,0.42,4.0,7.0,0.57,1.0,4.0,5.0,4.0,2.0,0.0,3.0,14.0,34.0
