SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011,15,MEM,Marc Gasol,26,13,13,519,72,141,0.51,0,2,0.0,72,139,0.52,0.51,51,73,0.7,41,105,146,29,14,28,26,44,195
2011,15,MEM,Zach Randolph,29,13,13,515,100,224,0.45,2,8,0.25,98,216,0.45,0.45,87,106,0.82,43,98,141,31,14,10,27,45,289
2011,15,MEM,Mike Conley,23,13,13,507,71,183,0.39,11,37,0.3,60,146,0.41,0.42,44,53,0.83,7,43,50,83,14,3,30,39,197
2011,15,MEM,O.J. Mayo,23,13,2,362,52,134,0.39,20,49,0.41,32,85,0.38,0.46,23,29,0.79,10,31,41,31,11,4,17,42,147
2011,15,MEM,Tony Allen,29,13,13,350,43,101,0.43,1,7,0.14,42,94,0.45,0.43,27,41,0.66,15,23,38,20,25,5,24,43,114
2011,15,MEM,Shane Battier,32,13,0,339,29,66,0.44,8,29,0.28,21,37,0.57,0.5,6,9,0.67,17,35,52,15,7,6,6,27,72
2011,15,MEM,Sam Young,25,13,11,256,43,96,0.45,3,12,0.25,40,84,0.48,0.46,9,15,0.6,7,23,30,2,6,3,8,18,98
2011,15,MEM,Darrell Arthur,22,13,0,201,39,85,0.46,1,1,1.0,38,84,0.45,0.46,13,17,0.76,14,15,29,7,7,12,12,30,92
2011,15,MEM,Greivis Vasquez,24,13,0,142,21,41,0.51,4,11,0.36,17,30,0.57,0.56,10,13,0.77,3,16,19,25,5,2,9,11,56
2011,15,MEM,Hamed Haddadi,25,9,0,31,3,10,0.3,0,1,0.0,3,9,0.33,0.3,5,6,0.83,3,5,8,0,0,5,2,7,11
2011,15,MEM,Leon Powe,27,4,0,14,2,8,0.25,0,0,,2,8,0.25,0.25,3,4,0.75,2,2,4,0,0,0,0,0,7
2011,15,MEM,Ish Smith,22,5,0,10,2,3,0.67,0,0,,2,3,0.67,0.67,0,0,,0,2,2,2,1,0,1,1,4
